contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Stadhuis Dudok,0453::SB1,1971 EN,1633,763,12,4,0,0,0,721,58,0,0,0,0,0,0,779,88,116,107,79,105,36,133,10,89
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woon en zorgcentrum Huis ter Hagen,0453::SB2,1985 CV,1139,691,12,2,0,0,0,651,54,0,0,0,0,0,0,705,134,179,95,84,92,23,49,9,26
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Toermalijn,0453::SB3,1985 HB,1329,749,19,7,0,0,0,677,98,0,0,0,0,0,0,775,107,191,117,102,103,19,69,7,34
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Voormalig Raadhuis,0453::SB4,1981 BC,1543,710,16,6,0,0,0,656,76,0,0,0,0,0,0,732,152,152,81,89,96,42,49,3,46
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wooncentrum Velserhooft,0453::SB10,2071 BH,1907,1014,24,12,0,0,1,950,99,0,0,0,0,0,0,1050,146,183,143,156,178,43,111,10,44
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Cafe Zaal De Wildeman,0453::SB11,2071 EL,1658,843,26,6,0,0,0,819,56,0,0,0,0,0,0,875,146,179,122,92,148,25,69,9,53
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De ZorgSpecialist,0453::SB13,2071 NW,1879,952,20,4,0,4,0,900,80,0,0,0,4,0,0,980,147,161,137,122,175,40,106,10,54
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau 't Brederode Huys,0453::SB14,2082 GE,1265,965,21,5,0,1,0,896,94,0,0,1,0,0,0,990,155,259,159,124,114,26,90,9,29
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool Het Anker,0453::SB15,1991 BZ,1867,714,20,3,0,0,1,675,60,0,0,1,0,1,0,736,109,125,94,85,103,43,85,11,59
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Brederode Daltonschool,0453::SB16,2082 BD,1269,505,8,5,0,0,0,467,51,0,0,0,0,0,0,518,77,162,96,47,47,7,48,3,18
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau COB Hofstede,0453::SB17,1991 PT,1672,856,12,7,0,2,0,796,81,0,0,0,2,0,0,877,155,135,116,116,111,57,93,4,69
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool  De Duinroos,0453::SB18,1991 LB,1798,918,0,26,0,3,0,858,89,0,0,0,3,0,0,947,148,152,117,100,143,50,128,8,72
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Westbroek,0453::SB19,1991 NN,1802,820,27,0,0,0,0,768,79,0,0,0,0,0,0,847,170,179,94,87,104,56,70,11,49
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Molenweid,0453::SB20,1991 EV,1621,561,15,2,0,0,1,509,68,0,0,0,0,0,0,578,97,85,85,96,60,39,52,4,43
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau KBS De Rozenbeek,0453::SB21,1991 NS,1869,697,14,5,0,3,0,643,76,0,0,0,3,0,0,719,127,147,67,95,108,42,60,6,45
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Sporthal Het Polderhuis,0453::SB22,1991 RK,1704,811,14,8,0,0,0,763,70,0,0,0,0,0,0,833,141,149,103,90,114,41,93,5,75
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Stichting OIG-IHD,0453::SB32,1970 AC,1878,699,18,4,0,0,0,662,59,0,0,0,0,0,0,721,99,99,94,95,129,38,86,9,50
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Sint Fransciscusschool,0453::SB33,1971 PE,2011,614,7,0,0,0,0,550,72,0,1,0,1,0,0,622,88,93,74,61,109,28,93,5,63
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Vliegende Hollander,0453::SB35,1972 CC,1879,523,13,3,0,0,0,502,37,0,0,0,0,0,0,539,59,67,65,65,66,30,92,7,72
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Buurthuis De Spil,0453::SB36,1971 VZ,1243,424,9,6,0,0,0,400,39,0,0,0,0,0,0,439,53,31,63,62,77,20,61,4,53
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verpleeghuis Velserduin,0453::SB41,1972 TL,1781,557,8,10,0,0,0,544,31,0,0,0,0,0,0,575,77,41,73,97,68,28,92,6,75
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau CBS Het Kompas,0453::SB42,1972 RR,1529,491,6,4,0,0,0,457,44,0,0,0,0,0,0,501,74,100,61,53,51,36,65,8,43
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woon-en zorgcentrum W.F. Visserhuis,0453::SB44,1972 EE,1495,520,17,8,0,0,0,501,44,0,0,0,0,0,0,545,77,57,52,53,77,34,93,9,68
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau IJmuider Zee en Havenmuseum,0453::SB46,1973 AK,1838,597,11,1,0,0,0,552,57,0,0,0,0,0,0,609,96,87,85,67,77,29,79,7,70
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woon-en zorgcentrum Breezicht,0453::SB48,1975 EA,1984,527,16,5,0,0,0,514,34,0,0,0,0,0,0,548,72,64,60,66,74,34,75,12,70
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Voetbalvereniging Stormvogels,0453::SB50,1973 XM,1879,611,12,6,0,0,0,585,44,0,0,0,0,0,0,629,111,69,71,91,77,28,82,11,71
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau De Pleiaden, ingang schoolplein",0453::SB53,1973 BS,1586,464,6,2,0,0,0,432,40,0,0,0,0,0,0,472,66,73,60,67,59,22,69,12,36
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Origon,0453::SB55,1974 TV,1794,632,15,0,0,0,0,599,48,0,0,0,0,0,0,647,98,86,65,89,95,39,92,6,62
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Buurtcentrum de Dwarsligger,0453::SB56,1974 BP,1321,450,13,7,1,0,0,435,36,0,0,0,1,0,0,471,73,57,54,63,72,21,46,5,59
Rijnland,Velsen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Dienstencentrum Zeewijk,0453::SB57,1974 PC,1614,584,18,13,0,0,0,582,33,0,0,0,0,0,0,615,88,65,66,80,81,28,88,4,84
