contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dienstencentrum 'De Veste',0715::SB1,4531 GV,2209,1007,16,11,0,0,0,930,104,0,0,0,0,0,0,1034,480,42,102,82,48,93,57,37,13,53
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Buurtcentrum 'de Triangel',0715::SB2,4531 CL,1527,368,7,9,0,0,0,348,37,0,1,0,1,0,0,385,135,11,12,51,33,33,35,16,11,31
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Buurthuis 'De Kameleon',0715::SB3,4537 RJ,1170,412,10,6,0,0,0,375,53,0,0,0,0,0,0,428,181,32,21,16,30,59,30,17,5,21
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Sportcentrum 'Vliegende Vaart',0715::SB4,4537 DH,1634,620,12,1,0,1,1,577,56,0,0,0,1,0,0,634,253,36,49,39,52,54,37,53,15,32
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum 'Bachten Dieke',0715::SB5,4532 BP,1946,959,9,10,0,1,0,865,114,0,0,0,1,0,0,979,420,91,117,61,51,53,33,74,10,49
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum 'De Blide',0715::SB6,4532 CZ,1469,496,10,7,0,1,2,453,59,0,0,0,1,0,0,514,204,46,56,27,18,60,26,39,5,15
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Praktijkschool 'De Sprong',0715::SB7,4535 AD,1451,441,9,7,0,1,0,407,51,0,0,0,1,0,0,458,174,26,37,38,25,46,32,24,3,36
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau CZR Ter Schorre,0715::SB8,4536 GD,1879,831,15,4,0,2,0,762,90,0,0,0,2,0,0,852,364,63,57,30,54,92,40,54,18,59
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Ziekenhuis ZorgSaam Z-Vl.,0715::SB9,4535 PA,1776,691,9,1,0,0,1,602,98,0,0,0,0,0,0,701,285,53,52,65,42,54,44,60,5,31
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau O.B.S. 'De Meerpaal',0715::SB10,4535 ED,1633,756,10,7,0,1,1,694,77,0,0,1,0,0,0,772,324,38,96,75,48,65,26,49,11,24
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Brede School De Twijn,0715::SB11,4532 JM,1591,680,3,5,0,0,0,610,78,0,0,0,0,0,0,688,277,78,68,54,23,49,50,50,5,26
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Brede School Othene,0715::SB12,4533 DW,2385,978,8,7,0,0,0,878,115,0,0,0,0,0,0,993,371,37,126,161,43,74,53,72,13,28
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Annelot Ter Walle,0715::SB13,4521 AZ,1295,656,7,3,0,0,0,572,94,0,0,0,0,0,0,666,224,65,106,61,37,49,55,19,7,33
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum 'Vremdieke',0715::SB14,4542 EE,1183,511,7,5,0,0,0,484,39,0,0,0,0,0,0,523,217,73,37,31,30,39,18,42,5,19
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Kerkcentrum,0715::SB15,4542 AE,1192,569,2,4,0,1,0,492,84,0,0,0,1,0,0,576,272,103,43,22,29,20,26,36,4,14
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum 'De Molenhof',0715::SB16,4543 CM,2326,1175,13,6,0,0,1,1018,177,2,0,0,2,0,0,1196,560,181,131,31,15,31,45,142,7,32
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Welzijnscentrum 't Meulengat,0715::SB17,4541 GS,1912,585,4,6,0,3,0,532,60,0,0,3,0,0,0,592,271,28,68,31,56,31,41,4,11,44
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Voormalig gemeentehuis Sas van Gent,0715::SB18,4551 CE,1153,372,10,5,0,0,0,350,37,0,0,0,0,0,0,387,195,4,33,31,25,25,25,4,11,19
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verzorgingshuis 'De Redoute',0715::SB19,4551 HT,1798,538,5,7,0,0,0,488,62,0,0,0,0,0,0,550,283,4,46,25,42,47,34,12,7,38
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Buurtcentrum 'De Straete',0715::SB20,4551 LH,291,136,1,0,0,0,0,117,20,0,0,0,0,0,0,137,59,12,21,9,5,5,9,6,3,7
Scheldestromen,Terneuzen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Woonzorgcentrum 't Verlaet,0715::SB21,4554 BE,1615,571,7,5,0,0,0,510,73,0,0,0,0,0,0,583,309,2,62,24,32,49,41,13,2,37
