contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Verpleegtehuis Oudtburgh,0373::SB1,,1714,761,26,7,0,0,0,719,75,0,0,0,0,0,0,794,181,95,71,152,112,34,52,4,27,20,9,4
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Frankenstate,0373::SB2,,1738,1007,32,2,0,0,0,923,118,0,0,0,0,0,0,1041,215,123,91,315,93,36,69,6,10,28,12,9
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijksteunpunt,0373::SB3,,1679,906,18,2,0,0,2,800,124,0,0,0,0,0,0,926,229,112,74,218,109,38,51,6,23,27,8,11
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau PCC Bergen,0373::SB4,,1746,992,24,5,0,0,0,917,104,0,0,0,0,0,0,1021,234,115,117,201,142,48,51,10,25,25,13,11
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau T&O buurthuis,0373::SB5,,1533,785,15,2,1,0,0,743,60,0,0,0,1,0,0,803,254,83,103,84,101,36,42,8,30,32,6,6
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum De Marke,0373::SB6,,1614,951,27,3,0,3,2,901,81,0,0,0,3,0,0,984,295,127,120,114,125,47,41,8,17,42,13,2
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Hotel Victoria,0373::SB7,,364,219,9,2,0,0,1,201,28,0,0,0,0,0,0,230,48,30,17,64,18,10,8,2,6,8,4,4
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Hotel Merlet,0373::SB8,,1220,578,9,4,0,0,0,537,54,0,0,0,0,0,0,591,123,61,62,97,106,36,29,7,13,20,14,10
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpscentrum De Blinkerd,0373::SB9,,1065,677,9,6,0,0,1,623,68,0,0,0,0,0,0,692,159,112,66,111,81,51,30,13,10,17,11,16
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool Het Klimduin,0373::SB10,,1579,721,23,3,0,0,0,682,65,0,0,0,0,0,0,747,167,113,91,91,93,61,15,8,29,36,14,3
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Sanderij,0373::SB11,,1366,743,21,2,0,0,0,691,75,0,0,0,0,0,0,766,143,131,87,115,115,36,32,11,21,37,5,10
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Woonzorgcombinatie Heegemunde,0373::SB12,,1075,501,10,6,0,0,0,476,41,0,0,0,0,0,0,517,112,100,32,69,53,52,15,4,23,30,6,5
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Schulp,0373::SB13,,1139,505,9,4,0,0,0,478,41,0,1,0,1,0,0,519,93,97,39,75,80,50,13,10,10,28,9,1
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Boswaidschool,0373::SB14,,1571,764,19,2,0,0,0,722,63,0,0,0,0,0,0,785,107,160,96,110,106,79,33,8,15,28,11,11
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Hanswijk,0373::SB15,,1329,687,17,5,0,0,0,634,75,0,0,0,0,0,0,709,126,168,60,89,85,59,29,9,14,38,5,5
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau O.K. Verenigingsgebouw,0373::SB16,,1362,640,34,5,0,0,0,618,61,0,0,0,0,0,0,679,131,111,122,104,55,20,17,2,20,39,15,4
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum Agnes,0373::SB17,,1334,528,13,1,0,0,0,502,40,0,0,0,0,0,0,542,91,121,79,94,52,23,15,4,5,36,7,1
Hollands Noorderkwartier,Bergen (NH),AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Prins Hendrik Stichting,0373::SB18,,1365,601,20,6,0,1,0,580,49,0,1,0,2,0,0,629,106,105,107,61,79,31,32,6,24,37,7,6
