contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Trouwzaal  Gemeentehuis,0523::SB1,3371 AS,1265,814,5,3,0,1,0,698,125,0,0,0,1,0,0,823,99,53,59,48,27,252,69,134,22,24,7,20
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau De Ducdalf, Scheldestraat 1",0523::SB2,3371 SV,1243,686,13,4,0,0,0,630,71,0,0,2,0,2,0,701,93,63,54,32,16,187,64,122,11,11,3,30
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Kerk Ger.Gemeente, Buitendams 118",0523::SB3,3371 BN,1187,698,2,2,0,0,1,588,114,0,1,0,1,0,0,703,78,21,24,32,7,320,37,141,12,17,1,8
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau School ""De Zevenster""",0523::SB4,3371 JG,1315,676,5,1,0,0,0,603,79,0,0,0,0,0,0,682,92,47,38,36,25,150,59,178,12,24,3,12
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau School ""De Driemaster"" Jacobsweer",0523::SB5,3371 PN,1253,453,6,5,0,0,0,408,55,0,0,1,0,1,0,463,60,44,41,25,21,87,42,96,13,13,1,10
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Geref. Kerk, Stationsstraat 20",0523::SB6,3371 AX,1279,982,7,3,0,0,0,834,158,0,0,0,0,0,0,992,176,53,37,38,22,273,74,260,16,17,3,13
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Ichthusschool, ing. Florenweer",0523::SB7,3371 RC,1268,639,1,3,0,0,0,564,79,0,0,0,0,0,0,643,100,39,27,40,18,187,33,150,22,15,0,8
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Verz.tehuis ""Pedaja"", ing. Wieling",0523::SB8,3371 PR,1179,558,4,0,0,0,0,478,84,0,0,0,0,0,0,562,69,31,26,31,8,209,38,106,10,15,2,13
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Kerk Hers.Herv.Gem., Nassaustraat",0523::SB9,3372 EE,1211,588,6,2,0,0,0,515,81,0,0,0,0,0,0,596,57,54,50,31,8,206,49,77,14,20,5,17
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau ""De Lange Wei Atrium""",0523::SB10,3372 XV,1121,606,0,5,0,0,0,534,77,0,0,0,0,0,0,611,108,59,52,47,14,109,54,89,24,24,6,20
Rivierenland,Hardinxveld-Giessendam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Geref. Kerk, ing. W. Droststraat",0523::SB11,3372 XH,1220,604,9,1,0,0,0,523,91,0,0,0,0,0,0,614,108,38,41,45,12,166,62,82,23,20,0,7
