contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Speeltuinvereniging ""De Uithoek""",0479::SB101,,1835,455,11,2,0,0,0,415,53,0,0,0,0,0,0,468,90,28,76,53,90,13,32,4,18,30,9,12
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Handboog Schutters Czaar Peter,0479::SB102,,2396,599,30,5,0,0,0,567,67,0,0,0,0,0,0,634,85,55,124,68,91,31,21,9,30,48,31,6
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijkgebouw De Poelenburcht,0479::SB103,,3796,729,36,3,0,0,0,676,92,0,0,0,0,0,0,768,79,83,178,41,133,34,28,6,60,47,27,13
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gebouw Natuur- en Milieu-educatie,0479::SB105,,1410,352,17,3,0,0,0,323,49,0,0,0,0,0,0,372,42,40,81,27,80,7,16,6,17,20,11,5
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau JerehSalem,0479::SB106,,1954,569,2,0,0,0,0,525,43,0,0,3,0,0,0,568,49,58,100,37,128,22,19,7,49,56,28,16
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau School De Windroos, INGANG PINASSTRAAT",0479::SB107,,2065,540,16,4,0,0,0,497,62,0,0,1,0,0,0,559,55,46,125,54,108,10,26,2,54,34,22,4
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Evean Oostergouw, HOOFDINGANG",0479::SB108,,1932,804,17,7,0,0,0,774,54,0,0,0,0,0,0,828,122,98,92,121,160,34,28,12,14,68,34,21
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Evean De Meerpaal, INGANG TJOTTERLAAN",0479::SB109,,1780,697,27,8,0,8,0,687,53,0,0,0,8,0,0,740,90,85,143,102,118,22,25,5,16,51,27,13
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Evean Het Erasmushuis,0479::SB110,,1879,678,19,6,0,2,0,640,65,0,0,0,2,0,0,705,104,70,127,90,118,22,31,7,18,48,23,20
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dependance Herman Gorterschool,0479::SB111,,1755,586,17,2,0,0,0,540,65,0,0,0,0,0,0,605,105,35,115,48,121,23,41,7,10,54,16,11
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Herman Gorterschool,0479::SB112,,1982,758,33,12,0,0,0,729,74,0,0,0,0,0,0,803,136,36,113,87,188,17,35,4,18,79,17,28
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum Het Mennistenerf,0479::SB113,,1682,550,14,2,0,0,0,530,36,0,0,0,0,0,0,566,80,39,92,62,103,27,28,15,18,49,27,10
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Kunstcentrum Fluxus,0479::SB114,,1975,634,10,3,0,1,0,567,79,0,0,1,0,0,0,646,89,54,121,69,134,14,46,7,14,62,8,16
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Hervormd Centrum Pennemes, INGANG BLOEMGRACHT",0479::SB115,,1671,593,14,13,1,0,1,565,53,0,0,1,0,0,0,619,79,95,99,50,106,7,30,4,18,64,26,15
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Sporthal De Struijck, INGANG OOSTZIJDE",0479::SB116,,1947,725,20,4,0,0,0,699,50,0,0,0,0,0,0,749,104,62,132,76,151,27,38,11,10,78,23,13
Hollands Noorderkwartier,Zaanstad,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau School De Saenparel, INGANG SCHOOLPLEIN",0479::SB117,,2052,537,8,3,0,0,0,494,54,0,0,0,0,0,0,548,89,43,90,42,107,23,14,4,15,58,39,13
