contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeentehuis Zundert,0879::SB1,4881 CN,1355,648,17,3,0,0,0,594,74,0,0,0,0,0,0,668,178,53,58,138,132,43,15,31
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau St. Anna-school,0879::SB2,4881 XE,1388,369,9,4,0,0,0,351,31,0,0,0,0,0,0,382,85,43,39,71,50,39,15,27
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau ""Thebe gebouw""",0879::SB3,4881 AK,1274,471,14,3,0,0,0,428,60,0,0,0,0,0,0,488,128,37,37,118,83,29,8,31
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Willaert,0879::SB4,4881 EH,1409,476,7,2,0,0,0,417,68,0,0,0,0,0,0,485,150,24,32,113,87,28,13,29
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Tenniscentrum de Leeuwerik,0879::SB5,4881 WZ,1379,372,17,2,0,0,0,345,46,0,0,0,0,0,0,391,72,22,37,84,75,29,7,46
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Gemeenschapshuis ""Wierenbos""",0879::SB6,4884 AB,2253,606,18,9,0,0,0,560,73,0,0,0,0,0,0,633,160,36,34,161,119,23,15,58
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Gemeenschapshuis ""'t Gouwe Hart""",0879::SB7,4885 AH,1534,435,9,2,0,0,0,369,77,0,0,0,0,0,0,446,141,29,24,139,63,12,9,18
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ouderencentrum Levenslust,0879::SB8,4882 BH,1654,561,13,8,0,0,0,504,78,0,0,0,0,0,0,582,144,31,42,122,123,45,16,38
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dorpshuis Amarant,0879::SB9,4891NS,1690,471,14,3,0,0,0,428,60,0,0,0,0,0,0,488,128,37,37,118,83,29,8,31
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Koutershof(bibliotheek),0879::SB10,4891 CJ,1863,753,9,5,0,0,0,641,126,0,0,0,0,0,0,767,212,66,47,205,99,52,17,55
Brabantse Delta,Zundert,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Dienstencentrum ""de Rijserf""",0879::SB11,4891 XL,1762,696,21,10,0,0,0,647,80,0,0,0,0,0,0,727,181,57,69,177,124,47,26,15
