contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau oude stadhuis,0307::SB1,,1058,774,48,14,0,0,0,746,90,0,0,0,0,0,0,836,177,62,193,2,34,71,115,77,43
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Ichthuskerk,0307::SB2,,1199,434,11,3,0,0,0,390,58,0,0,0,0,0,0,448,74,36,95,5,18,70,71,47,18
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau de Gerfkamer,0307::SB3,,1246,605,32,0,0,0,0,586,52,0,1,0,1,0,0,638,111,40,162,9,29,46,106,65,37
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Armen de Poth,0307::SB4,,1346,562,27,5,0,0,0,552,42,0,0,0,0,0,0,594,119,45,142,9,39,40,75,63,30
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau schoolgebouw de Vlindervallei,0307::SB5,,1461,637,45,1,0,0,0,620,68,0,0,0,5,0,5,688,155,55,137,20,47,44,59,71,49
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Adventkerk,0307::SB6,,1647,410,24,1,0,0,0,378,57,0,0,0,0,0,0,435,95,57,72,7,21,42,41,43,32
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Schaapskooi,0307::SB7,,1602,378,22,1,0,0,0,368,33,0,0,0,0,0,0,401,86,48,46,16,36,33,42,51,20
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau schoolgebouw de Tinne,0307::SB8,,1320,448,23,6,0,0,0,423,54,0,0,0,0,0,0,477,82,71,63,15,35,62,40,60,20
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau de Bron I,0307::SB9,,1461,437,33,2,0,0,0,441,31,0,0,0,0,0,0,472,67,73,64,21,28,63,50,42,29
Vallei en Veluwe,Amersfoort,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau de Bron II,0307::SB10,,1328,509,14,7,0,0,0,494,36,0,0,0,0,0,0,530,104,64,71,14,52,43,56,65,40
