contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis Hoogkarspel,0498::SB1,1616 AV,1610,966,19,5,0,0,0,924,66,0,0,0,0,0,0,990,200,114,67,112,86,180,42,72,15,62,9,7
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Het Reigersnest,0498::SB2,1616 HB,1854,627,11,2,0,0,0,578,62,0,0,0,0,0,0,640,113,75,49,106,50,124,20,42,3,30,9,6
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Water en Vuurhuis,0498::SB3,1616 CB,1307,598,11,2,0,0,0,557,54,0,0,0,0,0,0,611,117,75,48,52,58,117,23,45,3,48,9,3
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Lindeboom,0498::SB4,1617 KJ,1506,726,3,6,0,0,0,670,66,0,1,0,1,0,0,736,52,72,36,89,50,352,13,12,4,38,5,3
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Cultureel Centrum Pancratius,0498::SB5,1696 BK,1209,594,17,5,0,0,0,557,59,0,0,0,0,0,0,616,52,49,36,86,33,261,12,15,6,25,12,7
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Het Centrum,0498::SB6,1606 BW,1617,754,11,1,0,0,0,735,31,0,0,0,0,0,0,766,82,135,50,105,67,162,24,32,6,77,10,4
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Nederlands Hervormde Kerk (de Triangel),0498::SB7,1606 AP,1707,844,15,4,0,0,0,801,62,0,0,0,0,0,0,863,84,83,54,113,86,261,39,31,15,63,6,9
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis Venhuizen,0498::SB8,1606 CZ,1273,577,5,3,0,0,0,525,60,0,0,0,0,0,0,585,53,96,24,104,51,174,11,14,4,42,4,0
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Wiekslag,0498::SB9,1608 EC,1155,578,11,5,0,0,0,550,44,0,0,0,0,0,0,594,86,47,40,97,50,178,13,10,4,43,2,8
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Dregt,0498::SB10,1697 KG,710,370,7,0,0,0,0,346,31,0,0,0,0,0,0,377,55,29,35,56,41,91,8,13,6,31,2,3
Hollands Noorderkwartier,Drechterland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Jeugdcentrum Loods 2,0498::SB11,1616 RT,1237,501,5,1,0,0,0,459,48,0,0,0,0,0,0,507,82,73,24,56,62,106,21,49,4,17,5,2
