contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau BP I, Streekmuzieksch. De Wâldsang",0059::SB1,9285 RZ,1747,914,8,5,0,0,1,854,72,0,0,0,0,0,0,927,85,88,186,61,78,95,44,226,15,36
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau BP II, ""It Koartling""",0059::SB2,9285 NE,1300,729,8,3,0,0,0,675,65,0,0,0,0,0,0,740,76,80,136,67,87,104,45,97,18,19
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau BP III, Zorgcentrum ""Haersmahiem""",0059::SB3,9285 TR,1480,1050,12,4,0,0,0,992,74,0,0,0,0,0,0,1066,87,126,229,71,85,114,47,230,25,36
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau SV I, Schoolgebouw ""De Bêrnebrege"".",0059::SB4,9231 JJ,1521,647,17,3,0,0,0,605,62,0,0,0,0,0,0,667,48,74,146,52,32,110,28,104,26,27
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau SV II, Zorgcentrum""'t Suyderhuys""",0059::SB5,9231 BB,1723,832,11,6,0,1,0,774,76,0,0,0,1,0,0,850,63,111,230,60,43,132,60,98,22,13
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau SV III, Ver. gebouw ""De Lantearne""",0059::SB6,9231 CA,1448,755,9,0,0,1,2,687,76,0,0,0,1,0,0,765,47,71,178,75,36,139,43,106,22,38
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau HK I, ""De Fûgelkamp""",0059::SB7,9281 MA,1563,502,9,6,0,0,0,432,86,0,1,0,517,0,0,518,32,42,80,44,15,161,32,64,12,20
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau HK II, SCW ""Clubhuis""",0059::SB8,9281 RD,1732,666,5,1,0,0,0,592,80,0,0,0,0,0,0,672,36,79,99,62,28,218,25,73,25,21
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau KT, MFA ""Tillehûs""",0059::SB9,9288 AM,1882,804,14,4,0,0,0,751,71,0,0,0,0,0,0,822,44,58,88,39,30,374,24,108,19,20
Fryslân,Achtkarspelen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau TH, Dorpshuis ""De Jister""",0059::SB10,9287 LC,1397,591,6,4,0,0,0,524,76,0,0,1,0,1,0,600,25,42,86,69,33,217,27,72,4,16
