contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Het Akkoord,0717::SB1,,1324,706,10,3,0,0,0,626,93,0,0,0,0,0,0,719,16,69,140,129,46,84,112,54,27,29
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw De Spil,0717::SB2,,406,251,1,2,0,0,1,221,32,0,0,0,0,0,0,254,3,31,77,25,23,19,51,12,5,5
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Vrouwenpolder,0717::SB3,,857,494,3,7,0,0,0,449,55,0,0,0,0,0,0,504,7,48,97,81,55,32,61,71,23,19
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw De Zandput,0717::SB4,,1403,825,9,2,0,0,0,765,71,0,0,0,0,0,0,836,13,141,240,79,58,76,98,63,31,26
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Amicitia,0717::SB5,,1101,828,1,0,0,0,0,713,116,0,0,0,0,0,0,829,12,497,98,52,35,24,32,43,16,19
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Nimmerdor,0717::SB6,,1125,705,8,2,0,0,0,643,72,0,0,0,0,0,0,715,13,67,250,70,66,59,80,51,23,26
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Ons Huis,0717::SB7,,1024,805,5,0,0,0,0,684,126,0,0,0,0,0,0,810,10,551,80,25,37,21,19,37,15,10
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Sportcentrum De Couburg,0717::SB8,,1427,765,7,4,0,0,0,698,78,0,0,0,0,0,0,776,21,29,143,114,80,120,126,28,57,47
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau WoZoCo De Brouwerij,0717::SB9,,1416,616,7,7,0,3,1,580,52,0,0,0,3,0,0,633,25,20,153,102,54,107,80,32,26,17
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpscentrum Biggekerke,0717::SB10,,735,426,5,4,0,0,0,387,48,0,0,0,0,0,0,435,8,51,117,68,38,43,46,21,21,13
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Middendorp,0717::SB11,,1249,673,10,1,0,0,0,595,89,0,0,0,0,0,0,684,17,62,134,206,58,60,48,35,25,28
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Gemeentehuis Domburg,0717::SB12,,1290,640,8,3,0,0,1,579,71,0,0,0,0,0,0,651,13,39,85,182,65,124,49,19,40,24
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Protestants Kerkcentrum,0717::SB13,,1067,663,9,5,0,1,1,605,70,0,0,1,0,0,0,676,17,140,131,99,57,65,43,60,36,15
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Sporthal De Halve Maan,0717::SB14,,960,592,10,2,0,0,0,537,67,0,0,0,0,0,0,604,17,109,101,113,46,55,64,51,21,15
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Sportzaal De Bellink,0717::SB15,,1012,593,8,3,0,0,0,550,54,0,0,0,0,0,0,604,11,74,58,71,71,177,48,32,36,15
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Westkapelle Herrijst,0717::SB16,,1181,634,8,0,0,0,0,543,99,0,0,0,0,0,0,642,14,104,87,98,53,173,43,25,24,13
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Mobiel Stembureau 1,0717::SB17,,0,100,1,1,0,0,0,97,5,0,0,0,0,0,0,102,3,2,43,7,6,4,8,7,12,8
Scheldestromen,Veere,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Mobiel Stembureau 2,0717::SB18,,0,55,4,4,0,0,0,60,3,0,0,0,0,0,0,63,3,3,31,4,2,4,2,1,3,2
