contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Cult.centr. Fidei et Arti,1655::SB1,4731 HV,2079,784,9,22,0,0,0,738,77,0,0,0,0,0,0,815,192,61,81,150,84,55,30,131
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sportivo Healthcenter,1655::SB2,4731 LH,1482,409,17,4,0,0,0,385,45,0,0,0,0,0,0,430,90,30,42,79,50,25,17,76
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Centrum Wonen&Zorg de Zellebergen,1655::SB3,4731 NZ,1796,697,14,6,0,0,0,648,69,0,0,0,0,0,0,717,139,41,68,143,76,60,36,134
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Steunpunt voor ouderen Pagnevaart,1655::SB4,4731 BS,1603,601,7,5,0,0,0,570,43,0,0,0,0,0,0,613,145,49,51,132,67,37,30,90
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool De Regenboog,1655::SB6,4731 VW,1905,675,14,8,0,0,0,614,83,0,0,0,0,0,0,697,107,62,94,131,98,49,32,102
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Brandweerkazerne,1655::SB8,4741 EJ,1989,827,27,1,0,0,0,755,100,0,0,0,0,0,0,855,191,64,65,226,153,51,24,53
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Trefpunt KBO,1655::SB9,4741 AG,1311,662,9,7,0,0,0,609,69,0,0,0,0,0,0,678,171,30,44,240,81,40,12,44
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zaal Hart van Gastel,1655::SB11,4751 HR,1301,532,11,2,0,0,0,486,59,0,0,0,0,0,0,545,80,42,62,170,73,38,10,57
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool St.Bernardus,1655::SB12,4751 HK,1103,416,3,2,0,0,0,378,43,0,0,0,0,0,0,421,90,31,51,117,52,30,20,25
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Centrum Het Veerhuis,1655::SB14,4751 CS,2028,710,17,2,0,0,0,668,61,0,0,0,0,0,0,729,121,45,95,222,81,52,22,72
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zaal/café Geerts,1655::SB15,4754 AC,1036,335,13,3,0,0,0,314,37,0,0,0,0,0,0,351,69,21,55,74,40,31,8,37
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau MFA 't Bossche Hart,1655::SB16,4744 BZ,1867,647,19,8,0,0,0,609,65,0,0,0,0,0,0,674,110,50,73,173,126,31,15,69
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Regionaal Archief West Brabant,1655::SB17,4731 CD,1464,611,11,5,0,0,0,565,62,0,0,0,0,0,0,627,112,34,71,129,88,49,32,96
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woon- en Zorgcentrum Blankershof,1655::SB18,4751 KK,951,276,5,0,0,0,0,243,38,0,0,0,0,0,0,281,43,14,28,63,77,17,6,28
Brabantse Delta,Halderberge,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woon- en Zorgcentrum Kroonestede,1655::SB19,4741 JC,2157,673,18,4,0,0,0,607,88,0,0,0,0,0,0,695,159,32,41,186,160,26,19,50
