contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Bejaardentehuis De Dillenburg,0233::SB1,3851 PW,1416,737,17,3,0,0,0,686,71,0,0,0,0,0,0,757,52,149,34,55,18,159,148,74,48
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Chr.Ger.Kerk ""De Voorhof""",0233::SB2,3851 XA,1590,867,21,4,0,0,0,773,119,0,0,0,0,0,0,892,70,108,64,63,31,141,208,106,76
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0233::SB3,3851 NT,1593,979,31,11,0,0,0,931,90,0,0,0,0,0,0,1021,113,162,100,98,28,184,126,107,61
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Rehobothkerk,0233::SB4,3851 LH,1222,721,14,11,0,0,3,680,62,0,0,1,0,1,0,745,48,135,57,116,31,136,83,65,50
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Sporthal Dindoa,0233::SB5,3850 AD,1199,413,3,2,0,1,0,379,38,0,0,1,0,0,0,417,26,71,38,57,16,96,46,33,30
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Baanveger,0233::SB6,3851 CP,1304,647,13,0,0,0,0,600,60,0,0,0,0,0,0,660,52,127,57,65,43,135,53,68,47
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau PCB ""Koningin Juliana""",0233::SB7,3853 VA,1380,690,12,6,0,0,0,643,65,0,0,0,0,0,0,708,66,131,65,58,36,135,81,56,62
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau PCB ""De Klokbeker""",0233::SB8,3851 BL,1328,700,7,3,0,1,0,634,76,0,0,1,0,0,0,710,45,150,70,134,24,95,52,71,59
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Theehuis 's Heeren Loo,0233::SB9,3853 HM,1323,423,9,4,0,0,0,398,38,0,0,0,0,0,0,436,39,81,31,70,9,85,40,29,39
Vallei en Veluwe,Ermelo,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Verenigingsgebouw ""Ons Huis""",0233::SB10,3853 LN,1235,663,5,3,0,0,0,580,89,0,0,2,0,2,0,669,23,93,25,173,19,192,76,32,30
