contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeentehuis,0779::SB1,4941DX,1987,846,15,7,0,0,0,776,92,0,0,0,0,0,0,868,104,83,299,74,162,47,21,56
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Mauritsstaete,0779::SB2,4931HV,1242,616,19,6,0,0,0,594,47,0,0,0,0,0,0,641,72,83,148,87,107,46,21,52
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Riethorst,0779::SB3,4931BP,1258,437,10,4,0,0,0,406,45,0,0,0,0,0,0,451,51,56,129,41,76,31,19,34
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Schattelijn,0779::SB4,4931AZ,1886,649,22,1,0,0,0,601,71,0,0,0,0,0,0,672,61,77,176,56,165,51,20,43
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Peuzelaar,0779::SB5,4931HV,1192,267,5,1,0,0,0,255,18,0,0,0,0,0,0,273,35,34,60,38,50,17,9,24
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dorpshuis De Haven,0779::SB6,4941XM,1461,474,8,0,0,0,0,433,49,0,0,0,0,0,0,482,62,31,169,54,71,33,16,38
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zorgcentrum Het Hoge Veer,0779::SB7,4941KH,1626,629,6,8,0,0,0,578,65,0,0,0,0,0,0,643,124,49,223,45,109,39,8,32
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeentewerf,0779::SB8,4941KX,1366,427,9,0,0,0,0,396,40,0,0,0,0,0,0,436,65,29,151,43,65,31,14,29
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau basisschool De Schoof,0779::SB9,4942BC,1708,486,10,3,0,0,0,442,57,0,0,0,0,0,0,499,42,33,243,34,70,26,12,26
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis De Schelf,0779::SB10,4942AW,1970,742,11,5,0,0,0,679,79,0,0,0,0,0,0,758,67,87,290,62,119,58,22,37
Brabantse Delta,Geertruidenberg,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontmoetingscentrum,0779::SB11,4944XD,1548,688,9,1,0,0,0,615,83,0,0,0,0,0,0,698,133,95,143,117,113,24,8,55
