contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Hotel Flora,0534::SB1,2181 EB,1711,1031,14,8,0,3,0,974,82,0,0,0,3,0,0,1056,191,213,112,103,137,28,92,5,150
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verenigingsgebouw De Drempel,0534::SB2,2182 EM,1802,622,11,3,0,0,0,562,74,0,0,0,0,0,0,636,153,116,53,43,68,31,73,8,77
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool Hilmare,0534::SB3,2181 SB,1625,591,15,5,0,1,2,556,54,0,0,0,1,0,0,612,119,114,55,73,64,16,68,2,80
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Hoeksteen,0534::SB4,2182 XC,1462,804,15,10,0,0,0,748,80,0,0,1,0,1,0,828,218,190,73,62,100,36,43,5,77
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Zorgcentrum Parkwijk,0534::SB5,2181 DB,1372,595,14,10,0,0,0,565,54,0,0,0,0,0,0,619,102,159,54,39,80,12,62,6,81
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Dienstencentrum Elsbroek,0534::SB6,2182 TX,1437,674,21,2,0,4,0,638,55,0,0,4,0,0,0,693,120,108,72,81,98,21,46,5,123
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Leerwinkel,0534::SB7,2181 VD,915,444,5,4,0,0,0,439,14,0,0,0,0,0,0,453,81,92,33,44,58,20,57,7,52
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Giraf,0534::SB8,2182 WB,2440,1103,19,8,0,0,0,1037,93,0,0,0,0,0,0,1130,167,211,133,138,173,28,105,8,140
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Tourmalijn,0534::SB9,2182 TZ,1609,819,12,2,0,0,0,751,82,0,0,0,0,0,0,833,163,155,89,88,116,32,84,9,83
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Squash Hillegom,0534::SB10,2181 HG,1173,393,9,3,0,0,0,349,56,0,0,0,0,0,0,405,62,91,43,34,53,16,46,4,44
Rijnland,Hillegom,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Skicentrum Hillegom,0534::SB11,2181 CD,1375,618,22,2,0,0,0,564,78,0,0,0,0,0,0,642,109,194,53,54,87,22,42,2,55
