contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Stadskantoor,0777::SB1,,2282,1069,25,10,0,0,1,1008,96,0,1,0,1,0,0,1105,289,85,146,176,138,100,29,106
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Nieuwe Nobelaer,0777::SB2,,2103,845,22,10,0,0,0,792,85,0,0,0,0,0,0,877,225,58,123,131,126,78,26,78
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Avoord Zorg en Wonen, locatie Anbarg",0777::SB3,,2549,757,23,6,0,0,0,717,69,0,0,0,0,0,0,786,176,58,102,110,120,74,24,93
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Smeltkroes de Keen,0777::SB4,,2483,742,17,9,0,0,0,676,92,0,0,0,0,0,0,768,178,55,115,81,159,76,32,46
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau ARV Achilles,0777::SB5,,3053,1044,32,11,0,0,0,988,98,0,0,1,0,1,0,1086,238,93,159,150,161,126,27,90
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Wijkgebouw Ut Praotuis,0777::SB6,,1420,578,15,7,0,0,0,551,51,0,2,0,2,0,0,602,141,70,93,80,84,43,16,51
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Scholengemeenschap,0777::SB7,,2201,866,24,6,0,0,0,789,108,0,1,0,1,0,0,897,228,80,111,112,150,99,23,63
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Avoord Zorg en Wonen, locatie Kloostergaard",0777::SB8,,1928,704,15,2,0,0,0,630,91,0,0,0,0,0,0,721,273,40,78,99,121,48,6,39
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Stichting Instuif het Zorgenkind,0777::SB9,,1791,535,19,3,0,0,0,486,71,0,0,0,0,0,0,557,150,57,62,72,77,52,18,47
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Tafeltennishal Tanaka,0777::SB10,,2627,764,20,8,0,0,0,715,77,0,0,0,0,0,0,792,164,67,90,126,137,86,25,69
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Kantine Gemeentewerf,0777::SB11,,1055,458,13,2,0,0,0,413,60,0,0,0,0,0,0,473,167,25,45,79,77,28,19,18
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Wijkgebouw De Gong,0777::SB12,,2586,1128,23,5,0,0,0,1012,144,0,0,0,0,0,0,1156,239,122,175,169,146,119,46,112
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Brede school De Vleer,0777::SB13,,2582,935,29,10,0,3,0,861,110,0,0,3,0,0,0,971,176,102,164,144,133,99,36,81
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Trouwkerkje,0777::SB14,,2483,1074,30,11,0,0,2,980,133,0,0,0,0,0,0,1115,241,124,128,186,165,98,42,90
Brabantse Delta,Etten-Leur,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Het Turfschip,0777::SB15,,2522,894,20,10,0,0,0,804,121,0,1,0,1,0,0,925,222,80,121,137,199,55,29,51
