contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Kaleidoskoop,0569::SB1,2421 EX,2293,1022,23,8,0,0,1,946,104,0,0,2,0,2,0,1051,235,250,112,85,99,107,62,7,65
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Rank,0569::SB2,2421 BE,2115,1054,15,3,0,1,0,945,128,0,0,0,1,0,0,1073,247,349,143,70,65,70,54,4,52
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Muziekc. Eensgezind,0569::SB4,2421 TA,2338,915,18,4,0,0,0,835,102,0,0,0,0,0,0,937,198,209,116,123,112,47,48,13,49
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Rietzanger,0569::SB5,2431 AD,1274,529,8,8,0,0,0,490,55,0,0,0,0,0,0,545,167,132,58,48,41,21,31,2,29
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Schutse,0569::SB6,3652 LH,127,47,0,0,0,0,0,39,8,0,0,0,0,0,0,47,20,9,10,0,1,6,0,0,1
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Koetshuis,0569::SB8,2461 CN,2102,923,11,9,0,0,0,861,82,0,0,0,0,0,0,943,437,163,82,50,71,26,40,12,42
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Menken Maritiem,0569::SB9,2461 ET,1722,590,9,7,0,0,0,606,0,0,0,0,0,0,0,606,256,139,33,29,36,40,29,3,25
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau BS De Vosseschans,0569::SB10,2461 BA,1417,660,11,3,0,1,0,599,74,0,0,1,0,0,0,673,268,96,70,45,69,48,26,1,37
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Vlinder,0569::SB12,2461 CB,1797,989,15,4,0,0,0,930,78,0,0,0,0,0,0,1008,380,197,92,84,75,76,44,5,36
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau 't Anker,0569::SB13,2441 CN,696,351,5,3,0,0,0,326,33,0,0,0,0,0,0,359,104,83,26,22,41,25,14,3,33
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gemeentehuis Nieuwveen,0569::SB14,2441 LE,1723,666,6,3,0,1,0,605,67,0,0,3,0,2,0,672,186,149,70,37,60,54,46,8,56
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau 't Trefpunt,0569::SB16,2435 XP,1235,538,5,4,0,0,0,501,46,0,0,0,0,0,0,547,173,111,54,38,46,47,24,11,34
Rijnland,Nieuwkoop,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Mobiel stembureau,0569::SB21,,0,128,0,0,0,0,0,117,11,0,0,0,0,0,0,128,46,29,17,6,7,7,13,1,2
