contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Oude Raadhuis,0340::SB1,3911 LJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0340::SB2,3911 MG,1,14,0,0,0,0,0,10,4,0,0,0,0,0,0,14,2,1,2,1,1,3,3,0,1
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Vlam,0340::SB3,3911 XK,101,31,2,1,0,0,0,33,4,0,0,0,0,0,3,37,1,1,6,1,2,2,13,1,4
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Steakhouse Cunera,0340::SB4,3911 AS,132,59,1,1,0,0,0,48,12,0,0,1,0,0,0,60,1,5,8,12,0,8,22,2,1
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Ontmoetingskerk,0340::SB5,3911 AE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Rhenendael,0340::SB6,3911 RM,854,510,4,2,0,0,0,449,68,0,0,0,1,0,0,517,26,48,19,106,9,93,131,15,63
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dorpshuis Achterberg,0340::SB7,3911 CX,1032,862,7,4,0,0,0,740,133,0,0,0,0,0,0,873,17,56,34,515,17,75,83,22,43
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Bestegoed I,0340::SB8,3921 CM,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Bestegoed II,0340::SB9,3921 CM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Tollekamp,0340::SB10,3911 ND,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Rhenen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gebouw Bethel,0340::SB11,3911 CS,744,250,3,3,0,0,0,208,48,0,0,0,0,0,0,256,3,19,6,149,1,47,14,4,7
