contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Cultureel Centrum Stroud,0273::SB1,3881 BP,1371,1166,19,11,0,0,0,1074,122,0,0,0,0,0,0,1196,37,257,117,144,36,192,196,132,55
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Andreaskerk,0273::SB2,3881 SH,1556,777,9,9,0,0,0,715,80,0,0,0,0,0,0,795,35,172,73,109,17,122,115,94,40
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woonzorgcentrum Elim,0273::SB3,3882 AL,1416,569,10,2,0,0,0,530,51,0,0,0,0,0,0,581,26,143,39,104,32,106,45,44,30
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0273::SB4,3881 BZ,1390,914,20,6,0,0,0,830,110,0,0,0,0,0,0,940,32,284,71,137,25,163,88,90,24
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Zuiderkerk,0273::SB5,3882 LJ,1690,831,11,3,0,0,0,743,102,0,0,0,0,0,0,845,23,174,49,193,18,198,117,38,21
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Verenigingsgebouw Stenenkamer,0273::SB6,3882 RC,1375,789,7,4,0,0,0,685,115,0,0,0,0,0,0,800,13,151,23,222,4,287,52,23,14
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School Schovenhorst,0273::SB7,3881 NC,1051,329,6,2,0,3,0,288,46,0,0,3,0,0,0,334,19,43,50,26,15,52,69,30,25
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Jeugdlokaal De Korenschoof,0273::SB8,3881 XR,1558,960,11,8,0,0,0,885,94,0,0,0,0,0,0,979,53,266,109,137,29,176,81,69,40
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woonzorgcentrum De Schauw,0273::SB9,3882 AL,1537,970,23,0,0,1,0,905,90,0,1,0,2,0,0,995,56,287,82,105,47,178,84,73,58
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Wegwijzer,0273::SB10,3882 XE,1496,704,12,5,0,0,0,644,77,0,0,0,0,0,0,721,36,202,58,99,16,103,109,52,29
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Pelikaan,0273::SB11,3882 GN,1504,556,7,0,0,0,0,510,53,0,0,0,0,0,0,563,33,138,55,45,23,118,72,39,33
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Schuilplaats,0273::SB12,3882 HH,1496,1004,5,2,0,0,0,909,102,0,0,0,0,0,0,1011,38,278,79,159,21,188,132,75,34
Vallei en Veluwe,Putten,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woonzorgcentrum De Samaritaan,0273::SB13,3882 HS,1597,463,4,5,0,0,0,414,59,0,1,0,1,0,0,473,16,126,31,123,4,76,52,23,12
