contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Gemeentehuis 1,1892::SB1,2914 KM,1560,1229,27,11,0,0,0,1117,150,0,0,0,0,0,0,1267,143,208,196,166,164,89,104,66,93
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Gemeentehuis 2,1892::SB2,2914 KM,2538,996,25,3,0,0,0,905,119,0,0,0,0,0,0,1024,131,174,160,172,92,69,54,56,88
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Comenius College,1892::SB3,2914 PN,3471,1229,10,8,0,0,0,1069,178,0,0,0,0,0,0,1247,139,272,157,189,135,97,99,63,78
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Brede School Esse Zoom,1892::SB4,2911 CV,3356,1313,20,1,0,1,0,1123,208,0,0,3,0,2,0,1331,119,397,152,225,159,75,58,57,71
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Hervormde Kerk De Bron,1892::SB5,2914 VJ,1599,989,13,4,0,0,0,910,95,0,0,1,0,1,0,1005,101,171,154,156,85,79,76,57,110
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Woonzorgcentrum De Meander,1892::SB6,2912 PA,2442,1470,26,7,0,0,0,1355,148,0,0,0,0,0,0,1503,140,222,180,339,214,100,74,73,128
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Brandweerkazerne Nieuwerkerk a/d IJ,1892::SB7,2912 AL,1921,832,8,3,0,0,0,740,103,0,0,0,0,0,0,843,75,179,80,186,133,57,50,25,47
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dorpshuis Swanla Catgeszaal,1892::SB11,2761 BJ,2648,1048,7,6,0,2,0,930,129,0,0,2,0,0,0,1059,92,198,96,115,163,85,219,52,28
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Drive in,1892::SB12,2761 JL,0,264,5,1,0,0,2,225,43,0,0,0,0,0,0,270,11,57,21,40,45,12,54,15,9
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Hervormd Centrum,1892::SB13,2761 AJ,2399,1025,24,1,0,0,2,956,92,0,0,0,0,0,0,1050,90,164,130,145,101,67,246,35,47
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Wijkgebouw  De Vierkap,1892::SB14,2761 DT,375,178,2,1,0,0,2,160,19,0,0,0,0,0,0,181,10,44,19,41,8,12,21,8,15
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zorgcentrum  Beth-San,1892::SB21,2751 EE,1487,948,10,6,0,0,0,814,150,0,0,0,0,0,0,964,32,76,39,57,542,57,107,15,23
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dorpshuis  Op Moer,1892::SB22,2751 AW,1527,851,13,2,0,0,0,754,111,0,0,1,0,1,0,865,46,85,46,68,367,74,115,18,32
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Openbare basisschool De Achtbaan,1892::SB31,2841 SP,2414,1050,6,5,0,2,1,940,122,0,0,0,2,0,0,1063,94,181,252,158,126,106,31,51,51
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zwembad de Zuidplas,1892::SB32,2841 EB,2118,946,8,2,0,0,0,851,105,0,0,0,0,0,0,956,76,130,204,137,161,107,47,46,38
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Soos,1892::SB33,2841 VD,1946,901,14,5,0,0,0,828,92,0,0,0,0,0,0,920,82,107,226,156,112,89,41,40,48
Schieland en de Krimpenerwaard,Zuidplas,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Mobiel stembureau,1892::SB41,,0,254,6,2,0,0,0,234,28,0,0,0,0,0,0,262,34,63,32,37,32,10,19,11,16
