contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Paleis Raadhuis,0855::SB1,,3665,1040,83,9,0,0,2,1036,96,0,0,0,2,0,0,1134,248,151,192,25,201,65,109,49
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Omgevingsdienst MWB,0855::SB2,,3541,570,25,9,0,0,0,567,37,0,0,0,0,0,0,604,137,108,143,8,80,22,38,34
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkcentrum in de Boomtak,0855::SB3,,4837,1540,18,54,0,0,0,1484,128,0,0,0,0,0,0,1612,381,247,302,50,193,71,196,100
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Huize Mater Misericordiae,0855::SB5,,4367,987,49,3,0,3,0,969,73,0,0,0,3,0,0,1042,197,267,176,34,116,53,93,51
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Buurtcentrum de Spil,0855::SB6,,5386,1136,47,12,0,0,0,1081,115,0,0,0,1,0,0,1196,296,122,247,41,154,50,168,58
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Regionaal Archief Tilburg,0855::SB7,,3229,989,51,6,0,0,0,957,94,0,0,0,5,0,0,1051,252,142,216,48,165,28,95,43
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Armhoefse Akker,0855::SB8,,2674,1107,13,41,0,0,0,1037,124,0,0,0,0,0,0,1161,247,167,288,36,160,38,134,37
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Verzorgingshuis Koningsvoorde,0855::SB11,,4343,912,31,3,0,0,0,891,55,0,0,0,0,0,0,946,183,143,163,23,96,50,190,64
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkcentrum De Nieuwe Stede,0855::SB12,,3547,883,33,7,0,0,0,923,0,0,0,0,0,0,0,923,255,110,189,36,63,59,132,39
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Seniorencomplex President Mandelahof,0855::SB13,,2802,627,3,30,0,0,0,614,46,0,0,0,0,0,0,660,145,80,123,29,65,43,100,42
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Servicecentrum Het Laar,0855::SB14,,2150,478,21,4,0,2,0,459,46,0,0,0,2,0,0,505,90,65,97,22,64,19,97,24
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkcentrum Spijkerbeemden,0855::SB15,,3421,559,18,5,0,0,0,541,41,0,0,0,0,0,0,582,136,72,101,22,55,37,99,37
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Alm,0855::SB16,,2510,522,8,4,0,0,0,480,54,0,0,0,0,0,0,534,104,73,86,32,44,24,116,43
De Dommel,Tilburg,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Sportcafe De Blaak,0855::SB17,,0,35,0,0,0,0,0,32,3,0,0,0,0,0,0,35,9,5,6,1,9,2,3,0
