contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Gemeentehuis,0627::SB1,2741 HR,277,246,8,4,0,0,0,226,32,0,0,0,0,0,0,258,17,51,23,64,37,11,20,12,11
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Wijkgebouw Zonnig Zuid,0627::SB2,2741 JR,1489,566,14,1,0,0,0,519,62,0,0,0,0,0,0,581,53,73,66,119,124,37,24,37,33
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Cultuurhuys De Kroon,0627::SB3,2741 MW,991,504,6,4,1,0,0,482,34,0,0,0,2,0,0,516,51,62,52,115,108,24,27,24,41
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau NH Kerkgebouw De Hoeksteen,0627::SB4,2742 XG,1347,618,13,2,0,0,0,549,72,0,0,12,0,0,0,621,44,62,55,106,218,20,49,25,39
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zorgcentrum Souburgh,0627::SB5,2741 DW,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,2,0,1,3,3,0,1,0,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Bethelkerk,0627::SB6,2741 AP,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Regenboogschool,0627::SB7,2741 XL,0,3,0,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Anne Frankcentrum,0627::SB8,2741 DS,16,16,0,0,0,0,0,15,1,0,0,0,0,0,0,16,2,3,1,4,2,1,1,1,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Ontmoetingskerk,0627::SB9,2742 DJ,127,46,3,1,0,2,0,45,3,0,0,2,0,0,0,48,9,12,6,5,6,0,3,4,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Groenswaard,0627::SB10,2742 SK,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0
