contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Raadhuis,0394::SB1,2132 TZ,1503,961,28,9,0,0,0,905,93,0,0,0,0,0,0,998,182,264,105,119,108,39,63,8,73
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum De Nieuwe Silo,0394::SB2,2132 VJ,1253,351,10,1,0,0,0,309,53,0,0,0,0,0,0,362,46,73,26,52,43,22,42,5,42
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Kruiskerk,0394::SB3,2132 CN,1345,515,13,6,0,4,0,475,55,0,0,4,0,0,0,530,119,103,46,63,54,40,41,5,44
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Juliana van Stolbergschool,0394::SB4,2132 AT,1300,449,5,1,0,0,0,403,52,0,0,0,0,0,0,455,75,99,49,47,59,36,41,1,42
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verz.huis de Meerstede,0394::SB5,2131 XW,1227,499,15,4,1,0,0,471,46,0,0,1,0,0,0,517,117,109,42,51,45,36,55,2,42
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Huurders Haarl'meer,0394::SB6,2131 AX,1398,586,13,7,0,0,0,547,59,0,0,0,0,0,0,606,141,141,68,50,50,38,44,7,47
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verz.huis Horizon,0394::SB7,2131 WE,918,485,11,8,0,0,0,470,34,0,0,0,0,0,0,504,106,111,35,50,26,61,55,5,36
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau School de Flamingo,0394::SB8,2131 VN,1220,541,10,4,0,0,0,495,60,0,0,0,0,0,0,555,80,111,57,97,83,28,33,5,47
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum de Boerderij,0394::SB9,2131 TG,1473,731,18,4,0,0,0,678,75,0,0,0,0,0,0,753,133,153,88,80,105,49,55,6,62
Rijnland,Haarlemmermeer,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau 1e Montessorischool,0394::SB10,2131 RV,1368,602,12,2,0,0,0,557,60,0,0,0,1,0,0,617,102,134,60,70,93,27,60,12,44
