contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woonzorgcentrum Rustoord,0553::SB1,2161 GC,1006,558,10,2,0,0,0,500,70,0,0,0,0,0,0,570,135,205,62,24,21,70,15,3,23
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau St Barbara uitvaartzorg,0553::SB2,2161 KH,1391,702,10,5,0,0,0,653,64,0,0,0,0,0,0,717,182,100,68,51,62,121,55,3,60
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Cardea campus,0553::SB3,2161 XG,1948,932,9,3,0,0,0,838,106,0,0,0,0,0,0,944,191,174,71,54,70,219,70,8,75
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau cbs De Lisbloem,0553::SB4,2163 AJ,1894,704,11,6,0,0,0,646,75,0,0,0,0,0,0,721,115,158,76,62,50,104,56,6,77
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw De Klister,0553::SB5,2161 AE,1800,852,6,1,0,0,0,765,94,0,0,0,0,0,0,859,177,168,77,75,95,102,62,14,82
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Kleine Engel,0553::SB6,2161 DC,1229,550,12,4,0,1,0,510,55,0,0,1,0,0,0,565,164,132,50,41,44,24,43,3,49
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Dienstencentrum De Beukenhof,0553::SB7,2161 EA,1396,867,12,5,0,1,0,813,72,0,0,0,1,0,0,885,268,216,62,59,68,85,31,2,76
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Postduivenvereniging,0553::SB8,2162 VW,1171,438,13,1,0,0,0,422,30,0,0,0,0,0,0,452,112,69,43,37,46,53,24,6,48
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau 't Poelhuys,0553::SB9,2162 AA,1378,892,13,4,0,1,0,823,85,0,0,1,0,0,0,908,198,153,78,93,91,119,66,9,85
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Da Capo,0553::SB10,2162 JB,1764,792,10,6,0,1,0,719,88,0,0,1,0,0,0,807,181,224,81,68,74,58,50,5,51
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau OBS De Tweemaster, Gerard Doustraat",0553::SB11,2162 CP,1765,828,21,2,2,0,0,759,90,0,0,2,0,0,0,849,134,184,92,119,96,84,51,8,60
Rijnland,Lisse,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Salvatori,0553::SB12,2161 ZL,1280,569,2,12,0,0,0,528,55,0,0,0,0,0,0,583,134,89,55,50,52,98,39,5,47
