contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Cult. Centr. 'De Drie Lelies', Puttershoek",0585::SB1,3297 AM,1619,804,15,2,0,0,0,736,85,0,0,0,0,0,0,821,215,88,64,61,55,100,27,31,40,21,102
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Obs 'Het Driespan', Puttershoek",0585::SB2,3297 BS,1463,729,5,4,0,0,0,648,90,0,0,0,0,0,0,738,194,69,54,55,66,94,18,35,23,10,111
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Zorgwaard, Puttershoek",0585::SB3,3297 SE,1302,670,4,11,0,1,0,616,68,0,0,1,0,0,0,684,181,89,38,55,56,57,29,39,22,19,85
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Dienstencentrum 't Weegje, 's-Gravendeel",0585::SB4,3295 CT,1243,745,6,2,0,2,0,686,69,0,0,0,2,0,0,755,146,116,69,71,48,110,27,46,30,8,74
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Partycentr. Concordia, 's-Gravendeel",0585::SB5,3295 AG,1284,517,4,1,0,0,0,455,67,0,0,0,0,0,0,522,89,77,52,65,21,94,6,49,19,15,30
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Buurthuis 'De Biesband', 's-Gravendeel",0585::SB6,3295 TH,1332,531,7,1,0,0,0,459,80,0,0,0,0,0,0,539,112,84,40,41,29,87,12,42,22,18,44
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Voetbalvereniging, 's-Gravendeel",0585::SB7,3295 KK,1273,429,5,2,0,0,2,380,54,0,0,0,0,0,0,436,117,60,26,47,37,52,16,35,10,6,23
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Buurthuis 'Ronduit', 's-Gravendeel",0585::SB8,3295 EK,467,222,2,2,0,0,1,186,39,0,0,0,0,0,0,226,80,30,6,25,18,7,11,11,11,2,21
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Bibliotheek Hoeksche Waard, 's-Gravendeel",0585::SB9,3295 BV,1349,872,23,3,0,0,0,805,93,0,0,0,0,0,0,898,205,143,75,78,91,90,20,66,29,9,66
Hollandse Delta,Binnenmaas,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Burg. van Bommelschool, Heinenoord",0585::SB10,3274 LV,713,350,4,2,0,0,0,322,34,0,0,0,0,0,0,356,91,32,15,25,38,49,19,11,8,8,54
