contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stadhuis (dependance),0267::SB1,3861 AK,1733,818,16,10,0,0,0,757,87,0,0,0,0,0,0,844,60,124,101,86,46,212,99,34,56
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau verpleeghuis ""De Pol""",0267::SB2,3862 JN,1565,890,10,0,0,3,0,815,88,0,0,0,3,0,0,903,34,160,82,125,37,233,149,34,36
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Schakel,0267::SB3,3862 CX,1776,789,27,1,0,5,0,736,86,0,0,0,5,0,0,822,60,155,72,92,33,206,89,47,35
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau verzorgingshuis Sint Jozef,0267::SB4,3861 CK,1844,888,16,2,0,0,0,833,73,0,0,0,0,0,0,906,75,112,134,64,48,256,110,48,41
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Hervormd verenigingsgebouw,0267::SB5,3861 EG,1601,720,3,2,0,1,0,639,85,0,0,1,0,0,0,724,63,127,117,61,37,191,66,28,30
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Daltonschool Corlaer,0267::SB6,3863 AZ,1212,624,9,1,0,0,0,582,52,0,0,0,0,0,0,634,38,95,80,32,39,151,112,46,31
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Wijkcentrum  Corlaer,0267::SB7,3863 BZ,1243,677,17,3,0,0,0,621,76,0,0,0,0,0,0,697,47,105,74,55,18,215,99,27,37
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau school Holk,0267::SB8,3863 EN,2314,1028,9,0,1,0,0,935,103,0,0,0,1,0,0,1038,75,197,123,71,32,216,189,59,66
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau school De Hoeksteen,0267::SB9,3863 HS,1372,628,10,3,0,0,0,580,61,0,0,0,0,0,0,641,38,155,50,73,16,118,113,29,36
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau school  De Open Kring,0267::SB11,3862 HN,1461,718,11,1,0,0,0,662,68,0,0,0,0,0,0,730,30,187,58,87,42,156,87,28,43
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Maranathaschooll,0267::SB12,3862 GV,1482,749,11,1,0,1,0,692,68,0,0,1,0,0,0,760,56,190,76,75,22,168,100,30,32
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Prins Willem-Alexanderschool,0267::SB13,3862 KG,1373,731,20,5,0,0,0,691,65,0,0,0,0,0,0,756,61,134,116,56,43,144,73,44,60
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Vrijgemaakt Gereformeerde Kerk,0267::SB14,3862 MC,1574,680,17,5,0,2,0,642,58,0,0,2,0,0,0,700,57,153,107,53,43,142,65,26,34
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau school De Appelgaard,0267::SB15,3862 PD,1037,587,10,3,0,0,0,502,98,0,0,0,0,0,0,600,16,73,23,122,29,193,91,22,18
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Johannes Calvijnschool,0267::SB16,3864 ER,1483,566,12,4,0,0,0,513,69,0,0,0,0,0,0,582,21,89,61,83,29,135,92,28,28
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau gebouw De Voorpost,0267::SB17,3864 EC,1251,541,11,3,0,0,0,489,66,0,0,0,0,0,0,555,33,57,54,101,31,113,84,33,35
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau school 't Blokhuus,0267::SB21,3871 EM,1183,851,15,5,0,0,0,781,90,0,0,0,0,0,0,871,85,98,103,62,55,143,175,77,53
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau gebouw De Hobbit,0267::SB22,3871 TD,1467,839,10,3,0,2,0,773,77,0,0,2,0,0,0,850,98,89,97,84,35,148,171,76,41
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Zalencentrum De Haen,0267::SB23,3871 AM,1456,911,22,6,0,0,0,850,89,0,0,0,0,0,0,939,115,94,111,96,41,155,163,78,58
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Willem Farelschool,0267::SB24,3871 JM,1583,539,8,3,0,0,0,480,70,0,0,0,0,0,0,550,34,40,46,167,27,89,86,18,32
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Schimmelpenninck van der Oyeschool,0267::SB25,3871 AD,1348,573,12,1,0,0,0,537,49,0,0,0,0,0,0,586,33,88,58,75,19,94,133,47,26
Vallei en Veluwe,Nijkerk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Mobiel stembureau nummer EEN,0267::SB30,3871 AM,0,159,7,1,0,0,0,150,17,0,0,0,0,0,0,167,23,15,15,23,11,20,32,15,5
