contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Het gemeentehuis (Trouwzaal),0090::SB1,9203 RM,1055,934,1,22,0,0,0,866,91,0,0,0,0,0,0,957,142,149,180,68,25,92,106,83,42,47
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum De Utwyk,0090::SB2,9201 XE,1904,943,13,3,0,0,0,896,63,0,0,0,0,0,0,959,117,122,156,96,24,119,43,157,49,60
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau SBO school It Heechhôf,0090::SB3,9201 XZ,1719,684,10,4,0,0,0,645,53,0,0,0,0,0,0,698,81,91,81,99,20,107,17,98,26,64
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum De Waring,0090::SB4,9207 DD,978,840,13,6,0,0,8,780,71,0,0,0,0,0,0,859,103,138,121,65,22,94,65,142,43,47
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Kantine vv ONB,0090::SB5,9201 KK,1156,736,9,4,0,0,0,691,58,0,0,0,0,0,0,749,83,99,164,50,33,80,84,88,31,24
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum De Kouwe,0090::SB6,9201 TE,2025,626,12,3,0,0,0,592,49,0,0,0,0,0,0,641,87,89,73,78,19,110,17,68,31,54
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Chr.Ger. Kerk,0090::SB7,9203 AN,1862,700,17,4,0,0,0,663,58,0,0,0,0,0,0,721,87,101,115,68,26,82,32,117,36,36
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Basisschool Eben Haëzer,0090::SB8,9202 AN,1366,534,6,7,0,0,1,500,46,0,0,0,0,0,0,547,49,73,74,56,24,55,18,101,30,54
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijk- en Zorgcentrum De Wiken,0090::SB9,9202 CA,1857,777,12,8,0,0,0,739,58,0,0,0,0,0,0,797,90,146,114,88,18,80,18,124,45,54
Fryslân,Smallingerland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Sportcentrum Drachten,0090::SB10,9202 LC,1804,772,17,3,0,0,0,792,0,0,0,0,0,0,0,792,91,110,124,77,12,72,33,170,40,43
