contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stadhuis,0243::SB1,3841 AA,1396,502,18,4,0,0,0,513,73,0,0,0,62,0,0,586,46,76,58,15,33,70,70,26,108
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stadhuis,0243::SB2,3841 AA,1388,803,24,12,54,0,0,676,109,0,0,54,0,0,0,785,99,104,69,31,37,104,114,44,201
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Houtkamp (De Veste),0243::SB3,3848 DP,2807,502,20,4,0,0,0,470,56,0,0,0,0,0,0,526,53,88,44,20,12,78,100,17,90
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Const. Huygenslaan (Dom. Savio),0243::SB4,3842 HA,1791,698,26,13,0,2,0,677,62,0,0,0,2,0,0,739,59,122,60,39,42,91,95,33,157
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Bosb. Toussainstr. (Al Islaah),0243::SB5,3842 ZZ,1290,454,8,5,0,0,0,416,55,0,0,0,4,0,0,471,67,83,47,12,19,73,55,15,83
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Const. Huygenslaan (Dom. Savio),0243::SB6,3842 HA,1934,656,14,2,6,0,0,583,83,0,0,6,0,0,0,666,65,148,76,35,23,91,79,25,114
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Deventerweg (De Delta),0243::SB7,3843 GC,1872,708,7,4,0,0,0,649,72,0,0,0,2,0,0,721,99,152,59,39,43,92,65,43,116
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Houtkamp (De Veste),0243::SB8,3841 XC,0,543,23,3,0,1,0,503,67,0,0,0,1,0,0,570,73,55,48,20,21,92,90,26,118
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gymzaal Deventerweg (De Delta),0243::SB9,3843 GC,2041,603,5,7,0,0,0,558,59,0,0,0,2,0,0,617,67,151,46,32,27,86,69,27,98
Vallei en Veluwe,Harderwijk,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Basisschool ""Willem Alexander""",0243::SB10,3843 BG,1659,786,19,3,0,0,0,740,68,0,0,0,0,0,0,808,82,150,78,30,35,132,73,37,169
