contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis Soest,0342::SB1,3762 AV,1575,704,33,10,0,0,0,660,87,0,0,0,0,0,0,747,103,68,109,29,42,85,110,88,70
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Eerste van der Huchtschool,0342::SB2,3761 AT,1657,920,20,9,0,0,0,836,113,0,0,0,0,0,0,949,120,54,110,34,57,132,234,99,80
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Residence Souveraine,0342::SB3,3761 XD,1353,854,21,8,0,0,0,792,91,0,0,0,0,0,0,883,87,49,128,14,44,136,234,108,54
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau R.K. Daltonschool de Driesprong,0342::SB4,3762 CZ,1432,700,14,10,0,0,0,631,93,0,0,0,0,0,0,724,81,50,112,15,24,98,208,69,43
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Emmakerk,0342::SB5,3762 DS,1571,576,12,10,0,0,0,545,53,0,0,0,0,0,0,598,50,48,81,20,30,84,132,77,54
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau OBS Prins Willem-Alexander,0342::SB6,3762 CG,1326,660,24,7,0,1,1,615,74,0,0,1,0,0,0,690,90,29,102,19,41,68,167,76,68
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Zorgcentrum Molenschot,0342::SB7,3762 BP,1729,826,25,4,0,0,0,758,97,0,0,0,0,0,0,855,85,65,101,30,51,129,216,88,61
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woonzorgcentr.  Mariënburg,0342::SB8,3761 CN,1187,592,20,3,0,0,0,552,64,1,0,0,1,0,0,616,56,41,60,17,31,110,158,70,49
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Rank,0342::SB9,3768 ED,1591,931,26,11,0,0,1,862,105,0,0,0,0,0,0,968,96,61,126,22,42,154,237,110,83
Vallei en Veluwe,Soest,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau RK basisschool Ludgerus,0342::SB10,3768 GM,1771,942,10,28,0,0,0,866,113,0,0,1,0,0,0,979,71,31,137,15,38,109,394,88,59
