contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Centrum ouderenzorg Westerhaven,0405::SB1,1621 KP,1701,763,28,9,0,0,0,739,61,0,0,0,0,0,0,800,185,77,107,150,70,46,27,16,20,35,15,15
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Schouwburg het Park,0405::SB2,1621 LE,1157,282,9,2,0,0,0,275,18,0,0,0,0,0,0,293,57,33,40,52,36,11,11,11,3,18,7,3
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Schouwburg het Park,0405::SB3,1621 LE,1156,207,6,2,0,0,0,200,15,0,0,0,0,0,0,215,43,27,29,38,26,10,5,2,3,10,9,5
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Boterhal,0405::SB4,1621 CZ,1430,777,22,8,0,0,0,742,65,0,0,0,0,0,0,807,175,60,121,131,121,41,25,18,21,37,11,16
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Showband Hoorn,0405::SB5,1621 GK,1242,556,13,4,0,0,0,515,58,0,0,0,0,0,0,573,96,58,94,84,89,31,19,30,9,33,4,9
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijkcentrum Grote Waal,0405::SB6,1622 ES,2336,966,27,17,0,0,0,913,99,0,2,0,2,0,0,1012,211,84,140,93,150,53,47,27,15,100,24,22
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijkcentrum Grote Waal,0405::SB7,1622 ES,2335,829,28,12,0,2,0,786,85,0,0,0,2,0,0,871,172,66,133,80,135,42,24,46,16,85,18,12
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Verpleeghuis Lindendael,0405::SB8,1624 AB,1788,882,17,12,0,1,0,841,71,0,0,0,1,0,0,912,186,98,128,116,141,65,29,36,16,40,17,10
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijkcentrum De Zaagtand,0405::SB9,1624 VW,2399,1006,26,9,0,1,0,972,68,0,0,1,0,0,0,1040,189,131,161,130,122,57,30,35,27,96,22,6
Hollands Noorderkwartier,Hoorn,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Praethuys 't Slot,0405::SB10,1623 JD,1725,687,26,5,0,0,0,656,60,0,0,0,0,2,0,716,137,57,88,111,100,63,20,9,27,55,13,7
