contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Stadhuis,0080::SB1,8911 HJ,1145,775,34,6,0,0,0,765,50,0,0,0,0,0,0,815,168,158,55,65,18,60,114,27,24,86
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkzorgcentrum Het Nieuwe Hoek,0080::SB2,8911 JW,1448,477,13,6,1,0,0,477,20,0,0,0,1,0,0,497,89,85,52,45,15,35,51,17,22,66
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dominicuskerk,0080::SB3,8913 CE,1327,770,23,6,0,0,0,732,67,0,0,0,0,0,0,799,142,140,86,72,27,46,105,37,45,70
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw De Toekomst,0080::SB4,8913 GL,1552,852,16,7,0,0,1,808,66,0,0,0,0,0,0,875,147,171,113,97,13,71,108,40,38,54
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau LKC-Sonnenborgh,0080::SB5,8916 ET,1564,832,18,11,0,3,1,796,61,0,0,3,0,0,0,858,146,137,95,108,21,82,96,49,37,61
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Westenkwartier,0080::SB6,8915 CD,1461,435,0,0,0,0,0,435,0,0,0,0,0,0,0,435,55,86,57,57,8,28,48,24,20,52
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkzorgcentrum de Hofwijck,0080::SB7,8917 AZ,2562,576,17,3,0,0,0,548,48,0,0,0,0,0,0,596,105,113,80,35,10,39,87,29,28,50
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Tylkedam,0080::SB8,8918 LW,1371,444,8,1,0,0,1,414,39,1,0,0,1,0,0,454,59,73,64,69,12,31,31,22,32,51
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw Bilgaard,0080::SB9,8918 HV,1220,680,10,3,0,0,0,641,52,0,0,0,0,0,0,693,95,162,66,102,12,51,27,39,52,74
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Adventkerk,0080::SB10,8918 CA,1444,522,16,4,0,0,0,499,43,0,0,0,0,0,0,542,91,124,54,65,7,36,26,34,34,51
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Westeinde,0080::SB11,8915 DZ,1732,1199,15,6,0,0,0,1119,101,0,0,0,0,0,0,1220,169,188,187,141,25,92,148,94,75,80
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkzorgcentrum Swettehiem,0080::SB12,8915 EH,1386,481,11,4,0,1,0,473,24,0,0,0,1,0,0,497,78,83,100,41,8,21,35,41,45,29
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkzorgcentrum Sint Jozef,0080::SB13,8922 JA,1485,486,16,5,0,0,0,487,20,0,0,0,0,0,0,507,75,82,59,70,16,50,33,23,16,62
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Fontein,0080::SB14,8922 CP,1305,516,15,1,0,0,0,505,27,0,0,0,0,0,0,532,71,87,52,70,4,65,40,34,34,59
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Het Mozaiek,0080::SB15,8923 BW,1099,712,17,10,1,0,0,692,48,0,0,0,1,0,0,740,90,112,85,100,17,47,42,68,68,83
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Het Mozaiek,0080::SB16,8923 BW,1831,272,3,1,0,0,0,276,0,0,0,0,0,0,0,276,46,48,17,43,5,9,33,20,23,28
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw Tjerk Hiddes,0080::SB17,8921 NM,1312,534,13,0,0,0,0,533,33,0,0,0,19,0,0,566,83,78,52,88,15,40,34,18,41,85
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw Cambuursterhoek,0080::SB18,8921 TL,1264,516,12,6,0,0,0,497,37,0,0,0,0,0,0,534,88,111,64,58,10,42,20,28,41,54
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Emmastate (voormalig P.E.B. gebouw),0080::SB19,8921 AG,1381,382,6,0,0,0,0,367,21,0,0,0,0,0,0,388,62,83,29,32,12,35,32,28,11,58
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw Insulinde,0080::SB20,8924 AS,1253,347,13,5,0,0,22,343,0,0,0,0,0,0,0,365,64,59,39,39,2,36,14,26,22,46
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw Schieringen,0080::SB21,8924 EJ,1516,459,17,9,0,0,0,461,24,0,0,0,0,0,0,485,74,85,33,67,5,35,17,43,39,61
Fryslân,Leeuwarden,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Camminghastins,0080::SB22,8925 CK,1349,515,10,2,0,0,0,493,34,0,0,0,0,0,0,527,71,101,58,90,13,38,38,40,24,42
