contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Bethelkerk""",0400::SB1,,1785,597,11,3,0,1,0,562,50,0,0,0,1,0,0,612,69,90,77,47,171,15,17,6,12,46,42,5
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Bethelkerk""",0400::SB2,,1549,431,8,5,0,0,0,413,31,0,0,0,0,0,0,444,44,55,66,44,99,14,12,5,10,43,32,7
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Buurthuis Centrum,",0400::SB3,,1472,464,8,5,0,0,0,434,43,0,0,0,0,0,0,477,54,44,57,52,116,28,29,4,12,33,25,10
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Buurthuis "" 't Kraaienest""",0400::SB4,,1797,626,2,9,0,0,0,594,43,0,0,0,0,0,0,637,53,86,80,79,180,18,25,3,14,43,34,11
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Triade,0400::SB5,,1643,552,14,2,0,1,0,526,43,0,0,0,1,0,0,569,70,75,64,67,142,11,17,10,11,23,45,17
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Buurtvereniging ""ELTO""",0400::SB6,,1962,595,7,2,0,1,0,553,52,0,0,0,1,0,0,605,66,87,77,64,137,16,22,4,11,53,51,7
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Buurthuis ""De Viskom""",0400::SB7,,1692,474,14,3,0,0,0,445,46,0,0,0,0,0,0,491,49,51,52,55,138,14,18,4,3,34,39,17
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau kerkgebouw "" 't Kruisanker""",0400::SB8,,1430,481,5,4,0,0,0,444,46,0,0,0,0,0,0,490,52,91,49,60,122,5,16,0,8,25,40,13
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Dorpshuis Huisduinen,",0400::SB9,,401,279,3,1,0,1,2,259,23,0,0,0,1,0,0,284,14,32,31,26,143,5,3,2,1,7,7,8
Hollands Noorderkwartier,Den Helder,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Zorgcentrum ""de Groene Vecht""",0400::SB10,,1050,371,7,0,0,0,0,344,34,0,0,0,0,0,0,378,40,65,42,59,85,11,16,0,7,25,19,2
