contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemeentehuis Kerkdriel,0263::SB1,5331 CB,2289,1072,21,7,0,0,0,914,186,0,0,0,0,0,0,1100,130,89,53,544,34,4,103,12,23,46,7,27
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Leijenstein,0263::SB3,5331 TA,1143,628,4,1,0,0,0,556,77,0,0,0,0,0,0,633,101,37,26,320,9,8,49,7,9,30,5,27
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau MFC De Kreek,0263::SB4,5331 KC,2661,689,4,5,0,0,0,589,109,0,0,0,0,0,0,698,113,30,22,334,17,3,97,4,19,30,7,13
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Boxhof,0263::SB6,5334 JR,1220,705,9,3,0,0,0,580,137,0,0,0,0,0,0,717,93,30,16,422,19,16,80,1,6,14,4,4
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis Gelre's End,0263::SB7,5321 GG,1333,726,5,5,0,2,0,649,89,0,0,0,2,0,0,738,167,56,50,166,22,77,98,19,23,27,2,19
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Rehoboth,0263::SB8,5321 TM,2427,1003,3,4,0,6,0,870,134,0,0,6,0,0,0,1004,257,79,56,210,24,103,107,42,26,46,10,43
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Lindeboom,0263::SB10,5324 EP,1348,509,6,4,0,1,0,466,54,0,0,0,1,0,0,520,191,43,31,81,19,11,53,3,15,31,10,21
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Weesboom,0263::SB11,5324 AT,1463,648,11,2,0,0,0,563,98,0,0,0,0,0,0,661,252,47,22,109,20,11,123,4,15,18,5,22
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis Ons Huis,0263::SB13,5325 XE,807,438,6,4,0,0,0,391,57,0,0,0,0,0,0,448,154,32,21,42,17,47,61,15,15,8,5,21
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis De Vrijheid,0263::SB14,6624 KN,1144,445,11,3,0,0,0,412,47,0,0,0,0,0,0,459,46,53,62,84,56,9,59,6,17,29,5,19
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Vaste Burcht,0263::SB16,5328 ES,2192,897,12,12,0,0,0,820,101,0,0,0,0,0,0,921,164,208,63,202,41,11,123,11,13,32,1,28
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis De Kil,0263::SB17,5327 AR,555,364,9,1,0,0,0,338,36,0,0,0,0,0,0,374,78,72,25,62,22,4,61,3,5,18,3,11
Rivierenland,Maasdriel,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Drie Linden,0263::SB18,5335 LK,515,249,12,2,0,0,0,227,36,0,0,0,0,0,0,263,54,17,9,129,4,3,14,1,4,9,4,1
