contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0213::SB1,6971 BV,1499,835,18,6,0,0,0,787,72,0,0,0,0,0,0,859,142,16,144,6,42,166,155,72,92
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woonzorgcentrum Tolzicht,0213::SB2,6971 CC,1370,607,15,7,0,0,0,585,44,0,0,0,0,0,0,629,134,25,87,12,27,109,102,43,68
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gebouw HOB,0213::SB3,6971 EX,1358,466,24,5,0,0,0,462,35,0,2,0,2,0,0,497,116,16,65,4,20,72,67,43,63
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Basisschool De Dobbelsteen,0213::SB4,6971 CN,1139,530,12,3,0,0,0,507,38,0,0,0,0,0,0,545,124,12,84,1,29,76,67,59,78
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Buurthuis Leuvenheim,0213::SB5,6974 AH,536,281,11,2,0,0,0,275,19,0,0,0,0,0,0,294,45,10,61,7,11,45,34,23,45
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Buitengewoon Kinderopvang, Oeken",0213::SB6,6971 KC,457,268,11,2,1,0,0,254,26,0,0,1,0,0,0,280,42,12,46,10,14,39,64,13,28
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Basisschool J.H. Isings, Empe",0213::SB7,7399 AG,717,381,11,3,0,0,0,361,34,0,0,0,0,0,0,395,40,13,53,7,17,76,71,29,75
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Gemeenschapshuis De Wheme, Hall",0213::SB8,6964 AA,748,371,4,2,0,0,0,340,37,0,0,0,0,0,0,377,52,9,44,15,7,88,65,29,62
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Woonzorgcentrum De Beekwal, Eerbeek",0213::SB9,6961 DZ,1527,563,11,4,0,0,0,525,53,0,0,0,0,0,0,578,115,14,48,9,41,103,133,24,76
Vallei en Veluwe,Brummen,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kantine Mayr-Melnhof,0213::SB10,6961 ED,1531,541,19,2,0,0,0,562,0,0,0,0,0,0,0,562,84,16,48,0,44,94,122,47,86
