contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeentehuis,0851::SB1,4652 GA,2144,862,16,7,0,0,0,783,101,0,0,1,0,1,0,884,141,42,290,71,141,78,60,39
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Verzorgingsh.""Onze Stede""",0851::SB2,4651 EL,1377,579,12,5,0,0,0,535,61,0,0,0,0,0,0,596,104,25,198,65,64,57,23,43
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau R.K. Basisschool Gummarus,0851::SB3,4651 KM,3607,1193,28,12,1,0,1,1094,137,0,0,1,0,0,0,1232,193,67,450,105,149,87,61,81
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Scoutinggeb.""Wallenburch""",0851::SB4,4651 WB,1720,711,15,2,0,0,0,627,101,0,0,0,0,0,0,728,101,59,189,73,134,61,48,46
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis De Vaert,0851::SB5,4651 XE,1634,471,15,2,0,0,1,425,62,0,0,0,0,0,0,488,84,37,120,60,99,25,26,20
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dorpshuis Siemburg,0851::SB6,4756 AR,1836,680,3,0,0,0,0,593,91,0,1,0,1,0,0,684,100,29,107,205,149,31,10,49
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dorpshuis De Stelle,0851::SB7,4655 AB,712,297,0,2,0,0,1,253,45,0,0,0,0,0,0,299,54,16,137,22,34,17,5,12
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Verz.huis De Nieuwe Haven,0851::SB8,4671 AW,2377,910,20,9,0,0,0,826,113,0,0,0,0,0,0,939,183,47,170,112,198,82,44,74
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau OBS De Regenboog,0851::SB9,4671 ES,2138,760,8,9,0,0,0,674,104,0,0,0,1,0,1,778,114,44,139,91,216,68,31,57
Brabantse Delta,Steenbergen,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis De Vossenburcht,0851::SB10,4681 AS,1807,678,11,4,1,0,0,620,74,0,0,0,1,0,0,694,137,46,199,88,88,59,27,34
