contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum Gasthuis,0664::SB1,,1555,765,19,10,0,0,1,718,75,0,0,0,0,0,0,794,40,59,152,118,80,120,70,49,36,41
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum Ter Valcke,0664::SB2,,1377,700,12,11,0,0,0,648,75,0,0,0,0,0,0,723,28,119,130,80,77,103,43,41,43,36
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Basisschool De Wingerd,0664::SB3,,1354,776,18,1,0,0,0,701,95,0,1,0,1,0,0,796,26,113,117,119,61,95,70,131,26,18
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum Randhof,0664::SB4,,1401,660,15,7,0,1,0,625,56,0,0,1,0,0,0,681,20,104,107,55,64,104,75,48,34,49
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Stadskantoor,0664::SB5,,1422,741,15,7,0,0,0,693,70,0,0,0,0,0,0,763,31,45,115,147,67,129,84,40,41,42
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wijkcentrum de Westkant,0664::SB6,,1417,553,12,4,0,0,0,508,61,0,0,0,0,0,0,569,16,33,88,76,89,65,54,67,25,40
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Kantine Openbare Ruimte,0664::SB7,,1885,375,8,6,0,0,0,348,41,0,0,0,0,0,0,389,16,22,35,24,72,71,45,36,26,28
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wooncentrum Erasmuspark,0664::SB8,,1604,811,9,11,0,0,0,753,78,0,0,0,0,0,0,831,36,62,156,50,86,138,84,76,40,83
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wijkcentrum de Spinne,0664::SB9,,1714,722,18,3,0,0,0,651,92,0,0,0,0,0,0,743,27,40,67,62,118,141,88,68,50,61
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wijkcentrum De Pit,0664::SB10,,1497,636,8,3,0,1,0,598,48,0,0,1,0,0,0,646,26,49,122,47,98,108,52,53,37,44
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum Ter Weel,0664::SB11,,1370,638,7,7,0,0,0,593,59,0,0,0,0,0,0,652,16,57,121,69,88,90,53,54,35,55
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Brede School De Symfonie,0664::SB12,,1160,537,8,1,0,0,0,486,61,0,1,0,1,0,0,547,22,23,90,120,54,89,51,39,21,28
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Seniorensociëteit De Legerdiek,0664::SB13,,1242,433,14,2,0,0,0,410,39,0,0,0,0,0,0,449,11,18,69,84,61,69,46,28,17,30
Scheldestromen,Goes,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Serviceflat De Horst,0664::SB14,,1155,636,8,4,0,0,2,568,78,0,0,0,0,0,0,648,23,202,103,70,57,55,36,47,26,17
