contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,VVD,ChristenUnie,Algemene Waterschapspartij,Partij voor de Dieren,50PLUS
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Gemeentehuis,0114::SB1,,9,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,2,0,4,2,0,1,1,1
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau De Schanskuil,0114::SB12,,600,207,6,2,0,0,0,194,21,0,0,0,0,0,0,215,28,29,52,22,15,20,18,23
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Dorpshuis Weerdinge,0114::SB13,,500,294,6,1,0,0,0,270,31,0,0,0,0,0,0,301,37,24,95,25,20,16,21,56
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Verpleegtehuis De Horst,0114::SB20,,4,26,1,0,0,0,0,23,4,0,0,0,0,0,0,27,1,6,5,2,2,3,2,5
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Zaal Heegen,0114::SB31,,1050,349,6,1,0,0,0,300,56,0,0,0,0,0,0,356,43,41,55,32,40,28,37,73
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.b.s 't Koppel,0114::SB32,,795,243,4,1,0,0,0,225,23,0,0,0,0,0,0,248,53,40,20,13,16,32,15,54
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Multifunctioneel Centrum De Badde,0114::SB33,,994,404,14,5,0,0,0,382,41,0,0,0,0,0,0,423,79,56,66,51,34,28,41,49
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Dorpshuis 't Stadhoes,0114::SB34,,578,215,7,0,0,0,0,204,18,0,0,0,0,0,0,222,25,24,54,36,11,35,13,17
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.b.s. De Meent,0114::SB35,,968,316,7,6,0,0,0,293,35,0,0,1,0,1,0,328,42,40,89,10,6,58,19,52
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,"Stembureau Kantine Sporthal, Emmer-Compascuum",0114::SB36,,1000,406,6,5,0,0,0,367,50,0,0,0,0,0,0,417,48,59,107,10,14,88,26,54
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.b.s. De Dreef,0114::SB37,,1000,446,9,4,0,1,0,404,54,0,0,1,0,0,0,458,58,42,87,34,49,78,30,68
