contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Kinderdagcentrum Nifterlake,0362::SB1,1181 CD,38,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,5,1,0,1,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Go Centrum,0362::SB2,1181 HV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Fysiotherapie Karel Muns,0362::SB3,1181 XM,0,2,0,0,1,0,0,3,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Joulz,0362::SB6,1186 ZV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum 't Open Hof,0362::SB7,1181 NC,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Roelof Venemaschool dependance,0362::SB8,1182 GW,907,440,16,4,0,10,0,412,58,0,0,0,10,0,0,470,52,163,75,55,19,18,37,3,18
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,651,303,12,1,0,0,0,292,24,0,0,0,0,0,0,316,53,46,54,41,20,15,39,2,33
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Raadhuis 1,0362::SB10,1182 JR,280,93,0,1,2,0,0,80,12,0,0,2,0,0,0,92,15,27,14,7,2,7,19,0,2
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,24,20,0,0,1,0,0,19,2,0,0,0,1,0,0,21,3,3,2,4,1,2,3,0,2
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woonzorgcentrum De Luwte,0362::SB12,1185 XJ,41,34,0,0,0,0,3,31,0,0,0,0,0,0,0,34,9,17,1,1,0,0,2,1,3
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Paaskerk,0362::SB13,1185 CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Rode Kruis gebouw,0362::SB14,1185 HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum Noorddamcentrum,0362::SB15,1187 CM,153,69,0,0,0,0,0,53,7,0,0,9,0,0,9,60,16,15,10,9,3,1,4,0,11
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Brasserie Paardenburg,0362::SB16,1184 TZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Dorpshuis De Nesse,0362::SB17,1189 WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Cultuurcentrum Griffioen,0362::SB18,1183 AM,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woon en Leefgemeenschap Middenhof 2,0362::SB19,1188 KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Schooltuinen Bankrasflora,0362::SB20,1183 BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum Alleman,0362::SB21,1183 JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Zorgcentrum Klaasje Zevenster,0362::SB22,1183 NK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau k.b.s. De Overloop,0362::SB23,1187 SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Het Zonnehuis Amstelveen,0362::SB24,1186 AA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum de Bolder,0362::SB25,1186 EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Serviceflat De Seine,0362::SB26,1186 NR,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Goedereede,0362::SB27,1186 TJ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Vereniging Historisch Amstelveen,0362::SB28,1188 BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Ontmoetingscentrum De Meent,0362::SB29,1188 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Woon en Leefgemeenschap Middenhof 1,0362::SB30,1188 KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijksteunpunt Dignahof 2,0362::SB31,1187 LN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verpleeghuis Het Zonnehuis Westwijk,0362::SB32,1187 EL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijksteunpunt Dignahof 1,0362::SB33,1187 LN,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau o.b.s. De Westwijzer,0362::SB34,1187 ZS,21,4,1,0,0,0,0,5,0,0,0,0,0,0,0,5,0,2,0,1,0,0,1,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Boekhandel Venstra,0362::SB35,1181 ZM,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Kruiskerk,0362::SB36,1181 RB,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0
Rijnland,Amstelveen,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Brede School Karelrijk,0362::SB37,1187 DA,0,4,0,0,3,0,0,1,0,0,0,3,0,0,0,1,0,1,1,0,0,2,0,0,0
