contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Gemeentehuis,0321::SB1,3995 DW,2153,1166,15,27,0,1,1,1100,106,0,0,1,0,0,0,1207,332,129,147,115,126,62,117,37,101
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau RK basisschool Heilige Familie,0321::SB2,3991 AA,1049,799,27,1,0,2,0,751,74,0,0,2,0,0,0,825,151,173,81,139,83,28,44,55,45
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Verpleeghuis Het Houtens Erf,0321::SB3,3991 KZ,1533,828,6,10,0,0,0,767,77,0,0,0,0,0,0,844,211,141,84,123,61,32,82,42,52
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Wereldhuis,0321::SB4,3991 VJ,1398,677,19,2,0,2,2,629,65,0,0,2,0,0,0,696,139,90,71,96,89,22,81,39,50
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau SCC Nieuwoord (grote zaal),0321::SB5,3992 JR,1753,1005,33,4,0,0,0,923,119,0,0,0,0,0,0,1042,254,117,117,115,83,59,104,78,78
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau PC basisschool Wereldwijs,0321::SB6,3991 WE,2242,1128,49,4,0,0,0,1049,132,0,0,0,0,0,0,1181,270,117,167,131,85,49,151,73,85
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau RKBS De Zevensprong,0321::SB7,3992 RD,2261,1330,40,6,1,0,0,1240,137,0,0,0,1,0,0,1377,375,142,171,166,78,65,174,60,99
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De KrachtFabriek,0321::SB8,3993 BG,2067,847,9,4,1,0,0,776,83,0,0,1,0,0,0,859,218,84,97,85,70,45,93,57,98
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau OBS Klavertje Vier,0321::SB9,3993 GE,1924,886,29,7,0,0,0,831,91,0,0,0,0,0,0,922,265,76,120,81,73,45,106,25,95
De Stichtse Rijnlanden,Houten,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau PCB Het Mozaïek, locatie Het Gilde",0321::SB10,3994 BM,1691,888,21,2,1,0,0,829,83,0,0,0,1,0,0,912,244,88,112,95,76,46,105,44,78
