contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Stadhuis,0512::SB1,,1816,878,14,4,0,0,1,778,117,0,0,0,0,0,0,896,101,119,136,148,44,36,128,46,27,55,10,28
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gorcums Museum,0512::SB2,,1320,633,6,4,0,3,0,594,52,0,0,0,3,0,0,646,76,116,83,71,49,11,96,30,20,60,8,13
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Huize Steijndeld,0512::SB3,,924,347,7,1,0,0,0,317,38,0,0,0,0,0,0,355,41,66,48,48,18,10,39,13,11,38,4,11
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Buurthuis De Aanlegsteiger,0512::SB4,,1340,641,13,1,0,0,0,575,80,0,0,0,0,0,0,655,54,103,101,80,44,7,110,22,25,59,19,17
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Schoolgebouw A,0512::SB5,,2173,881,14,6,0,0,0,810,91,0,0,0,0,0,0,901,96,125,113,161,52,30,130,57,36,47,11,23
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Oosterbliek,0512::SB7,,1193,707,9,2,0,0,0,635,83,0,0,0,0,0,0,718,97,72,71,116,49,40,125,59,18,26,8,26
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Schoolgebouw C,0512::SB8,,2834,1035,16,10,0,0,0,892,169,0,0,0,0,0,0,1061,163,122,117,173,54,37,160,92,35,50,9,23
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Buurthuis ""West""",0512::SB10,,1186,478,5,1,0,0,0,422,62,0,0,0,0,0,0,484,48,60,65,74,29,24,62,41,22,35,1,17
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis De Elzenhof,0512::SB11,,1667,784,11,4,0,0,0,673,126,0,0,0,0,0,0,799,106,86,57,115,52,42,207,49,34,23,3,10
Rivierenland,Gorinchem,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Merewade College,0512::SB12,,820,282,3,1,0,0,0,253,33,0,0,0,0,0,0,286,30,34,60,47,11,12,31,15,8,23,0,11
