contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,VVD,ChristenUnie,Algemene Waterschapspartij,Partij voor de Dieren,50PLUS
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Gemeentehuis,0047::SB1,9641 AW,1209,695,20,6,0,0,3,644,74,0,0,0,0,0,0,721,139,101,71,108,49,116,54,57
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Cultuurcentrum van Beresteyn,0047::SB2,9641 AD,1479,822,10,9,0,0,0,768,73,0,0,0,0,0,0,841,176,91,92,90,43,183,69,78
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Waterschap Hunze en Aa's,0047::SB3,9641 PJ,1142,333,7,6,0,0,0,315,31,0,0,0,0,0,0,346,85,32,49,34,28,54,27,24
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Huize St Franciscus,0047::SB4,9641 LW,1273,548,17,6,0,0,0,510,61,0,0,0,0,0,0,571,102,77,55,94,31,89,42,58
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Woonzorgcentrum A.G. Wildervanck,0047::SB5,9642 LN,1352,563,5,7,0,0,0,529,46,0,0,0,0,0,0,575,117,78,56,107,13,113,33,46
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Verpleeghuis Meander,0047::SB6,9642 AP,808,339,8,2,0,0,0,329,20,0,0,0,0,0,0,349,66,36,45,49,18,73,29,23
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Zorglokatie Meander: De Breehorn,0047::SB7,9642 LK,1202,428,13,5,0,0,0,405,41,0,0,0,0,0,0,446,95,53,54,30,56,69,35,36
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Wijkcentrum Dukdalf,0047::SB8,9642 MA,1749,830,23,5,0,1,0,794,63,0,0,1,0,0,0,857,173,128,107,86,37,169,75,55
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.B.S. de Viermaster,0047::SB9,9642 KX,1204,558,6,7,0,1,0,520,52,0,0,0,1,0,0,572,105,87,57,71,31,125,41,41
Hunze en Aa's,Veendam,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Woon en zorgcentrum Westerhave,0047::SB10,9648 BE,1550,712,17,3,0,0,0,670,65,0,0,0,3,0,3,735,145,91,97,113,28,145,46,47
