contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Stadskantoor,0385::SB1,1132 KN,1788,884,10,3,0,1,0,747,151,0,0,0,1,0,0,898,56,346,20,84,54,31,191,49,5,31,14,3
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool De Spinmolen,0385::SB2,1132 AB,2126,785,15,1,0,0,0,687,114,0,0,0,0,0,0,801,57,305,23,80,56,22,144,35,5,42,15,1
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool De Springplank,0385::SB3,1132 BR,2301,928,14,2,0,0,0,785,159,0,0,0,0,0,0,944,59,364,20,153,49,17,162,51,7,32,12,2
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool De Zuidwester,0385::SB4,1132 XS,1560,713,8,4,0,0,0,640,86,0,0,0,1,0,0,726,53,332,26,64,38,18,84,55,5,34,3,1
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau St. Vincentiusschool,0385::SB5,1131 BJ,1679,653,12,2,0,0,3,577,87,0,0,0,0,0,0,667,49,260,24,54,59,16,92,41,6,41,8,3
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Koninklijke Vereniging Sint Jozef,0385::SB6,1131 DX,1632,605,15,3,0,4,0,560,67,0,0,0,4,0,0,627,70,238,26,59,48,17,95,17,5,17,8,5
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum St Nicolaashof,0385::SB7,1131 GT,1602,558,13,4,0,0,3,505,67,0,0,0,0,0,0,575,61,246,15,44,42,19,89,9,1,20,7,5
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau St. Petrusbasisschool,0385::SB8,1131 KX,1596,793,24,4,0,0,0,703,118,0,0,0,0,0,0,821,37,326,24,120,36,8,153,34,10,27,14,4
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Tennisvereniging Dijkzicht,0385::SB9,1131 RC,1619,671,6,1,0,0,0,583,96,0,1,0,1,0,0,679,46,271,29,81,47,16,107,33,9,18,13,1
Hollands Noorderkwartier,Edam-Volendam,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau OBS De Piramide,0385::SB10,1135 JE,1633,647,18,5,0,0,0,607,63,0,0,0,0,0,0,670,132,67,70,95,112,26,77,14,5,34,9,6
