contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau basisschool Het Zonnelicht,0603::SB1,2281 TC,1688,652,17,8,0,0,0,609,68,0,0,0,0,0,0,677,35,113,121,113,134,85,28,23
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Leeuwendaalkerk,0603::SB2,2281 GG,1888,1126,43,16,0,0,0,1065,121,0,1,0,1,0,0,1186,113,148,171,326,202,104,29,33
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum Het Oude Raadhuis,0603::SB3,2282 AL,1468,621,12,6,0,0,0,581,58,0,0,0,0,0,0,639,77,64,96,103,128,81,44,28
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum Oud Rijswijk,0603::SB4,2282 RZ,2175,997,45,7,0,0,0,960,89,0,0,0,0,0,0,1049,95,115,133,187,226,115,100,26
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kindercentr. de Dwergenhut (Cirkelflat),0603::SB5,2285 SP,1688,753,15,8,0,0,0,701,75,0,0,0,0,0,0,776,77,114,85,170,156,77,60,14
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Woonzorgcentrum Vredenburch,0603::SB6,2282 SK,2156,842,28,5,0,1,0,814,62,0,0,0,1,0,0,876,140,81,108,152,179,110,54,18
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau speeltuinvereniging Inter Amicos,0603::SB7,2282 KV,1523,595,19,7,0,0,1,570,50,0,0,0,0,0,0,621,38,83,97,117,155,60,32,13
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Amateurspalet,0603::SB8,2282 HM,1759,639,15,5,0,0,0,603,56,0,0,0,0,0,0,659,57,74,95,77,172,92,58,14
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gemeentehuis,0603::SB9,2284 DP,868,556,8,5,0,0,0,521,48,0,0,0,0,0,0,569,64,81,52,122,117,55,51,14
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Rehobothschool,0603::SB10,2283 JA,2445,784,21,8,0,0,0,784,29,0,0,0,0,0,0,813,87,95,69,145,197,93,79,19
