contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Cultureel Centrum de Kinkel,1705::SB9,6681 AK,4835,2089,49,16,0,0,0,1931,219,0,0,4,0,4,0,2150,454,296,294,215,110,13,335,29,79,107,43,114
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis Angeren,1705::SB10,6687 BP,1218,635,13,0,0,0,0,579,69,0,0,0,0,0,0,648,250,56,57,59,22,5,91,14,23,27,8,23
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zorgcentra Betuweland loc.Liduïna,1705::SB11,6681 WP,2851,1286,30,10,0,0,0,1177,149,0,0,0,0,0,0,1326,348,171,144,139,73,9,165,14,44,63,36,80
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zorgcentra Betuweland Sancta Maria,1705::SB12,6851 CC,2072,731,22,1,0,0,0,688,66,0,0,0,0,0,0,754,218,88,101,54,46,4,86,9,28,46,16,35
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Valom,1705::SB13,6851 DH,4021,1595,24,7,0,0,0,1427,199,0,0,0,0,0,0,1626,600,147,129,156,81,12,236,18,62,85,15,54
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Voormalige raadzaal,1705::SB15,6851 BM,1744,669,12,5,0,0,1,609,76,0,0,0,0,0,0,686,191,70,88,69,29,3,92,12,20,44,7,44
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Basisschool De Abacus,1705::SB16,6851 LT,1832,938,29,13,0,0,1,882,97,0,0,0,0,0,0,980,221,136,165,93,43,8,114,13,34,68,8,35
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Sociaal Cultureel Centrum,1705::SB17,6852 EE,4905,2195,53,11,0,0,0,2028,231,0,0,0,0,0,0,2259,329,338,354,236,125,12,325,44,99,174,45,114
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Ontmoetingscentrum Doornenburg,1705::SB20,6685 BS,2164,900,19,4,0,0,0,814,109,0,0,0,0,0,0,923,204,124,119,112,34,9,122,8,43,46,18,61
Rivierenland,Lingewaard,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dortpshuis de Tichel,1705::SB23,6685 BC,2541,628,14,8,0,0,0,576,74,0,0,0,0,0,0,650,158,76,65,75,44,10,94,7,30,32,15,22
