contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Concordia zalencentrum,0632::SB1,3441 BG,1707,871,20,7,0,0,0,833,64,0,0,1,0,0,0,897,126,184,93,144,130,22,73,22,77
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Zorgcentrum 't Oude Landt,0632::SB2,3443 AH,1120,556,12,2,0,0,0,519,51,0,0,0,0,0,0,570,53,224,30,111,45,6,29,42,16
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Careyn 'Weddesteyn',0632::SB3,3445 AS,1266,824,23,6,0,0,0,788,65,0,0,0,0,0,0,853,130,234,67,123,83,25,82,55,25
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau R. de Jagerschool,0632::SB4,3445 ER,1337,807,10,5,0,0,0,742,80,0,0,0,0,0,0,822,113,195,93,67,87,16,139,50,47
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Jan de Bakkerschool,0632::SB5,3442 XH,1676,813,8,2,0,0,0,733,90,0,0,0,0,0,0,823,103,224,66,73,115,17,79,76,60
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Wegwijzer RK-basisschool,0632::SB6,3442 JE,1532,719,13,6,0,0,0,661,77,0,0,0,0,0,0,738,87,182,89,57,126,23,79,31,45
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Welzijn Woerden,0632::SB7,3443 EG,1560,753,9,1,0,0,0,717,46,0,0,0,0,0,0,763,99,169,86,94,104,26,79,31,65
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Thijs van der Polshal,0632::SB8,3443 CT,1356,654,11,7,0,0,0,600,72,0,0,0,0,0,0,672,80,188,51,99,100,23,57,30,26
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Jenaplanschool De Kring,0632::SB9,3443 GZ,1319,569,11,3,0,0,0,521,62,0,0,0,0,0,0,583,78,156,56,69,96,8,40,33,33
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Ontmoetingcentr.Kruiskerk,0632::SB10,3443 CD,1708,786,14,8,0,0,0,736,72,0,0,0,0,0,0,808,95,176,71,98,136,21,83,39,67
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Obs De Achtsprong,0632::SB11,3448 CH,2110,753,22,6,0,0,0,704,78,0,1,0,1,0,0,782,125,116,87,119,131,31,48,22,74
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Johan Frisoschool,0632::SB12,3448 DX,1699,773,16,3,0,0,0,718,74,0,0,0,0,0,0,792,130,147,99,100,137,21,67,23,49
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Maranathakerk,0632::SB13,3448 DC,1777,857,18,4,0,0,0,808,71,0,0,0,0,0,0,879,136,164,107,95,148,32,82,39,54
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Constantijnschool,0632::SB14,3448 KA,1734,1028,25,1,0,0,0,950,104,0,0,0,0,0,0,1054,170,218,79,171,119,31,134,35,71
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Stadhuis,0632::SB15,3447 GR,1805,627,13,7,0,0,0,558,89,0,0,0,0,0,0,647,90,161,55,92,80,18,60,28,43
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Het Baken,0632::SB16,3446 GS,1213,762,10,2,0,0,1,693,80,0,0,0,0,0,0,774,99,177,69,146,83,18,109,21,40
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Chr. Margrietschool,0632::SB17,3446 DR,1721,1049,14,5,0,0,0,965,103,0,0,0,0,0,0,1068,133,229,96,191,110,43,151,27,69
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Regenboogschool,0632::SB18,3446 JG,1400,712,11,5,0,0,0,631,97,0,0,0,0,0,0,728,112,163,68,192,74,27,30,9,37
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Huize Gaza,0632::SB19,3481 EC,1976,931,16,4,0,0,0,869,82,0,0,0,0,0,0,951,100,261,63,134,212,16,53,29,63
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau 'Het Trefpunt', Centrum NH Kerk",0632::SB20,3481 XA,1706,938,18,9,0,0,114,849,2,0,0,0,0,0,0,965,108,245,39,123,231,23,81,49,39
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Bibliotheek Harmelen,0632::SB21,3481 CS,1261,610,5,0,0,0,0,568,47,0,0,0,0,0,0,615,74,165,45,88,169,13,23,6,27
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Recreatiecentrum H2O (zwembad),0632::SB22,3481 WE,1444,647,15,1,0,0,1,585,81,0,0,0,4,0,0,667,62,178,42,110,175,5,35,10,30
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau MFC Milandhof,0632::SB23,3474 KC,1774,1016,13,2,0,0,0,904,127,0,0,0,0,0,0,1031,79,451,33,106,60,17,150,92,28
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau RK-parochiecentrum Kanis,0632::SB24,3471 GT,794,484,4,3,0,0,0,434,58,0,0,0,0,0,0,492,23,244,18,40,27,7,34,64,27
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau MFC De Schulenburch,0632::SB25,3471 EJ,2020,1142,6,3,0,0,0,1028,123,0,0,0,0,0,0,1151,91,456,65,78,77,21,182,124,48
De Stichtse Rijnlanden,Woerden,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Station Woerden, mobiel stembureau",0632::SB26,3446 GM,0,582,25,2,0,0,1,572,36,0,0,0,0,0,0,609,96,108,88,69,59,24,50,22,66
