contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Pro Rege,1714::SB1,,1880,670,14,3,0,0,0,612,75,0,0,0,0,0,0,687,241,16,85,102,108,36,33,23,3,23
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau OBS de Berenburcht, voorheen Den Hoekzak",1714::SB2,,2091,938,21,6,0,0,0,835,130,0,0,0,0,0,0,965,353,10,134,135,108,84,58,20,4,32
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Multifunctioneel gebouw Zuidzande,1714::SB3,,469,232,2,2,0,0,0,207,29,0,0,0,0,0,0,236,90,0,27,50,19,15,17,4,1,9
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Cadzand,1714::SB4,,634,327,6,0,0,0,0,297,35,0,0,1,0,1,0,332,64,2,32,110,43,33,18,8,6,11
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Nieuwvliet,1714::SB5,,362,192,2,3,0,0,0,169,28,0,0,0,0,0,0,197,41,2,28,65,19,15,8,4,0,10
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Multifunctioneel centrum 't Torentje,1714::SB6,,874,433,7,6,0,0,0,392,54,0,0,0,0,0,0,446,154,7,50,76,41,29,50,8,4,14
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Multifunctioneel centrum Breskens,1714::SB7,,2076,764,8,6,0,0,0,686,92,0,0,0,0,0,0,778,319,10,44,135,97,51,51,30,4,23
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Hooge Platen,1714::SB8,,1868,782,8,6,0,0,0,705,91,0,0,0,0,0,0,796,315,7,81,125,95,72,31,8,8,40
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Hoofdplaat,1714::SB9,,649,279,1,1,0,0,0,249,32,0,0,0,0,0,0,281,93,2,44,37,48,17,13,10,5,10
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgzaam Emmaus,1714::SB10,,1972,906,26,6,0,0,0,804,134,0,0,0,0,0,0,938,299,13,169,120,103,70,65,17,9,41
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Hoofdingang Protestantse Kerk Schoondijke,1714::SB11,,1210,513,8,4,0,0,0,473,52,0,0,0,0,0,0,525,172,12,76,66,61,38,54,12,4,18
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Waterlandkerkje,1714::SB12,,467,248,6,0,0,0,2,217,35,0,0,0,0,0,0,254,96,14,32,42,17,8,27,6,3,3
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Aardenburg,1714::SB13,,1979,818,9,10,0,0,0,712,125,0,0,0,0,0,0,837,358,3,154,79,101,42,34,10,5,32
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Sint Kruis,1714::SB14,,254,149,1,0,0,0,0,133,17,0,0,0,0,0,0,150,37,2,72,27,6,0,5,0,0,0
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Eede,1714::SB15,,730,244,4,4,0,0,0,205,47,0,0,0,0,0,0,252,91,1,83,19,19,5,8,6,2,10
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Multifunctioneel centrum De Keure,1714::SB16,,2016,758,4,7,0,0,0,623,146,0,0,0,0,0,0,769,211,1,170,157,101,53,33,4,6,22
Scheldestromen,Sluis,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Retranchement,1714::SB17,,300,162,1,0,0,0,0,148,15,0,0,0,0,0,0,163,55,3,18,45,7,10,15,2,1,6
