contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemeentehuis Groesbeek,0241::SB1,6562 AH,1123,665,15,4,0,0,3,614,67,0,0,0,0,0,0,684,193,80,88,20,62,6,72,5,19,57,35,28
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Meent,0241::SB2,6562 CZ,1099,540,16,3,0,0,0,512,47,0,0,0,0,0,0,559,144,75,67,46,28,2,41,7,22,46,38,24
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Sportzaal Biga,0241::SB3,6561 AR,1076,395,13,1,0,0,0,367,42,0,0,0,0,0,0,409,109,46,52,26,39,2,39,2,10,32,19,19
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Cultureel Centrum De Mallemolen,0241::SB5,6562 AT,959,389,13,2,0,0,0,356,48,0,0,0,0,0,0,404,103,56,36,28,30,2,21,6,18,39,14,36
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Sporthal Heuvelland,0241::SB6,6562 AV,1380,529,12,8,0,0,0,489,60,0,0,0,0,0,0,549,106,49,70,26,79,0,65,3,16,50,21,44
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Clubgebouw 'De Treffers',0241::SB7,6562 KW,1551,598,18,6,0,0,0,549,73,0,0,0,0,0,0,622,142,94,70,40,42,2,54,2,21,70,31,30
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis 'De Slenk',0241::SB8,6562 LK,1019,505,11,5,0,0,0,480,41,0,0,0,0,0,0,521,194,50,61,19,47,3,41,6,26,26,12,20
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Buurtcentrum 'De Korf',0241::SB9,6562 GA,981,372,11,4,0,0,0,340,47,0,0,0,0,0,0,387,98,42,35,35,26,1,28,2,22,36,25,22
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Vijverhof,0241::SB10,6523 MP,1088,583,16,1,0,0,0,555,45,0,0,0,0,0,0,600,93,146,88,37,33,2,64,6,18,53,13,30
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kerstendal,0241::SB11,6571 BM,995,519,13,1,0,0,0,480,53,0,0,0,0,0,0,533,108,75,52,13,29,5,125,6,22,50,13,21
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau 't Zaaltje,0241::SB12,6564 AH,768,435,12,1,0,0,0,401,47,0,0,0,0,0,0,448,67,93,69,17,15,4,105,11,12,29,7,6
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zalencentrum De Sleutel,0241::SB13,6562 DC,1075,430,12,4,0,0,0,396,50,0,0,0,0,0,0,446,132,59,65,14,20,1,42,4,16,29,25,23
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Pluryn,0241::SB14,6561 DC,1112,512,10,3,0,0,0,473,52,0,0,0,0,0,0,525,145,72,76,23,27,2,61,7,8,54,17,20
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Voorzieningenhart Op de Heuvel,0241::SB15,6561 VX,1859,579,14,2,0,0,0,511,84,0,0,0,0,0,0,595,103,62,81,36,41,10,41,8,18,72,56,51
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Mobiel stembureau,0241::SB16,,0,39,1,0,0,0,0,36,4,0,0,0,0,0,0,40,9,2,11,1,7,0,2,2,0,1,0,4
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Ubburch,0241::SB21,6574 AJ,422,247,5,2,0,0,0,238,16,0,0,0,0,0,0,254,17,103,26,4,13,1,29,1,6,42,4,1
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zorgcentrum 't Höfke,0241::SB22,6573 BV,1551,738,28,12,0,0,0,715,63,0,0,0,0,0,0,778,156,120,80,30,63,1,144,4,31,68,15,26
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kulturhus Beek,0241::SB23,6573 BH,1362,777,24,2,0,0,0,734,69,0,0,0,0,0,0,803,143,140,98,38,89,4,66,9,21,107,16,46
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Sprong,0241::SB24,6576 BB,1024,563,11,1,0,0,0,528,47,0,0,0,0,0,0,575,80,58,64,32,211,0,34,6,11,39,14,14
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Muziekgebouw DES,0241::SB25,6578 AA,1411,692,3,2,0,0,0,620,77,0,0,0,0,0,0,697,189,84,67,40,166,1,30,7,16,51,3,38
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kulturhus Kekerdom,0241::SB26,6579 AN,440,278,0,0,0,0,0,251,27,0,0,0,0,0,0,278,51,41,28,16,64,0,19,0,1,37,6,15
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Sprong,0241::SB28,6576 BB,1030,468,11,4,0,2,0,440,45,0,0,0,2,0,0,485,72,54,36,24,203,1,22,5,11,20,8,12
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,"Stembureau Kulturhus Den Ienloop, Heerbaan 115",0241::SB31,6566 EG,1218,677,0,10,0,0,0,617,70,0,0,0,0,0,0,687,117,90,77,53,97,2,88,5,18,50,24,56
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Hotel Millings Centrum,0241::SB32,6566 EW,1129,405,10,0,0,0,0,367,48,0,0,0,0,0,0,415,82,46,58,20,48,2,43,0,21,26,15,44
Rivierenland,Groesbeek,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau St. Ceciliagebouw,0241::SB33,6566 XK,1209,456,9,3,0,0,0,414,54,0,0,0,0,0,0,468,73,58,85,43,43,0,31,5,18,30,17,53
