contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis Baarn,0308::SB1,3743BA,1512,1014,35,7,0,3,0,967,93,0,1,0,4,0,0,1060,115,64,149,8,63,173,246,68,128
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Basisschool De Uitkijck,0308::SB2,3742RC,1715,713,22,7,0,0,0,668,74,0,0,0,0,0,0,742,104,60,132,16,33,94,113,60,101
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Maria Koningin Kerk,0308::SB3,3742XM,1367,616,16,6,1,0,0,587,52,0,0,0,1,0,0,639,88,42,111,10,45,81,93,56,90
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Guido de Bresschool ing Maatkampweg,0308::SB4,3742TG,1293,594,13,7,0,0,0,575,39,0,0,0,0,0,0,614,98,64,100,15,38,72,81,45,81
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Gebouw ""De Pool""",0308::SB5,3742RL,1376,508,14,5,0,2,0,475,50,0,0,2,0,0,0,525,62,37,88,6,55,43,61,70,86
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gebouw Elan,0308::SB6,3742SJ,1517,614,20,2,0,0,0,579,57,0,0,0,0,0,0,636,74,45,97,8,36,65,150,50,89
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau stembureau NS station,0308::SB7,3743KM,1202,932,24,7,0,0,0,894,69,0,0,0,0,0,0,963,86,47,132,13,43,134,309,74,94
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gebouw Brandpunt,0308::SB8,3743KN,1282,708,15,5,0,0,0,638,90,0,0,0,0,0,0,728,77,32,75,5,30,92,254,54,89
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Rest. Greenfield's ing Chopinln,0308::SB9,3741GS,1835,735,29,9,0,0,1,699,73,0,0,0,0,0,0,773,78,62,64,24,30,110,243,49,75
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Dorpshuis ""De Furs""",0308::SB10,3749AA,363,208,1,6,0,0,0,188,26,0,0,1,0,0,0,214,32,5,35,14,4,25,58,10,25
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Verzorgingstehuis ""De Blinkert""",0308::SB11,3741BE,1422,623,17,4,0,0,0,598,46,0,0,0,0,0,0,644,77,77,93,20,51,83,98,47,77
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Brandweerkazerne,0308::SB12,3741WE,1688,824,43,4,0,1,0,775,97,0,0,0,1,0,0,872,125,59,127,11,49,101,175,65,112
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Woon - zorgcentrum ""Santvoorde""",0308::SB13,3741VJ,1576,613,22,4,0,0,0,580,59,0,0,0,0,0,0,639,78,47,99,15,40,95,87,55,97
Vallei en Veluwe,Baarn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Speeldoos,0308::SB14,3741TA,1443,758,37,6,0,1,0,736,66,0,0,0,1,0,0,802,104,40,119,11,59,106,156,51,112
