contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""De Meander""",0416::SB1,1723 LK,1319,392,8,2,0,0,0,373,29,0,0,0,0,0,0,402,65,88,33,42,39,25,7,9,5,29,3,47
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Kantine voetbalvereniging DTS,0416::SB2,1724 TZ,919,332,3,3,0,0,0,304,34,0,0,0,0,0,0,338,48,72,21,86,30,23,10,5,1,11,8,17
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau o.b.s.""De Wijde Veert""",0416::SB3,1723 AB,1214,805,15,9,0,0,0,750,78,0,0,1,0,1,0,828,106,182,67,119,108,62,18,11,12,29,15,76
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau bassissch. ""De Duizend Eilanden""",0416::SB4,1723 AA,1123,454,11,1,0,0,0,431,35,0,0,0,0,0,0,466,59,123,32,64,42,31,13,7,7,25,11,40
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Buiten Zorg""",0416::SB5,1722 XR,1221,599,9,5,0,0,0,549,64,0,0,0,0,0,0,613,81,165,49,56,66,34,10,12,13,31,16,66
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Horizon""",0416::SB6,1721 GA,1065,434,10,1,0,0,0,416,29,0,0,0,0,0,0,445,53,119,29,49,39,32,14,4,4,23,24,44
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Christelijke Gereformeerde kerk,0416::SB7,1721 BP,1276,812,7,2,0,0,1,747,73,0,0,0,0,0,0,821,143,183,41,147,71,36,10,9,7,27,47,91
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau voormalig gemeentehuis,0416::SB8,1834 AD,1381,723,13,6,0,0,72,670,0,0,0,0,0,0,0,742,89,131,72,113,111,55,30,16,14,37,22,33
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Molenhoeve""",0416::SB9,1834 CH,1092,415,7,3,0,0,0,394,31,0,0,0,0,0,0,425,71,96,44,54,61,21,12,7,4,22,12,11
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau O.b.s. ""De Phoenix""",0416::SB10,1834 XJ,1121,523,10,2,0,0,0,534,1,0,0,0,0,0,0,535,90,89,57,77,74,35,16,8,8,23,24,22
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""De Bonte Koe""",0416::SB11,1832 AD,189,93,4,0,0,0,0,92,5,0,0,0,0,0,0,97,5,7,13,11,34,6,1,1,3,3,2,7
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Het Behouden Huis,0416::SB12,1724 NV,1135,674,11,5,0,0,0,620,70,0,0,0,0,0,0,690,97,123,64,120,86,45,19,9,8,22,11,70
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis,0416::SB13,1722 GX,996,644,17,1,0,0,1,610,51,0,0,0,0,0,0,662,67,184,50,95,64,37,12,13,9,24,42,47
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau r.k. Mariaschool,0416::SB14,1723 WB,1496,513,3,2,0,0,0,475,42,0,0,1,0,1,0,517,67,133,38,56,67,37,8,5,6,22,13,61
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Het Allemanshuis,0416::SB15,1724 NV,911,292,2,3,0,0,0,263,34,0,0,0,0,0,0,297,46,60,27,35,35,39,8,3,1,9,10,19
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""De Kloosterhof""",0416::SB16,1723 HG,1204,556,5,6,0,0,0,516,51,0,0,0,0,0,0,567,78,200,45,57,45,19,20,16,4,21,10,41
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""Trefpunt""",0416::SB17,1721 EB,1217,490,5,2,0,0,0,459,38,0,0,0,0,0,0,497,67,102,46,43,51,22,10,2,12,20,67,48
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau ""De Geist""",0416::SB18,1834 GN,1092,505,7,2,0,0,0,469,45,0,0,0,0,0,0,514,70,100,52,64,50,36,23,8,14,33,22,33
Hollands Noorderkwartier,Langedijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Binnemikke,0416::SB19,1721 HH,1252,529,8,3,0,0,0,483,57,0,0,0,0,0,0,540,72,130,23,107,58,30,7,15,11,23,22,31
