contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stadhuis,0200::SB1,,1370,907,27,13,0,0,2,870,75,0,0,0,0,0,0,947,160,97,131,27,51,98,168,98,77
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kadaster,0200::SB2,,1170,589,8,4,0,0,0,549,52,0,0,0,0,0,0,601,90,35,106,9,73,62,104,65,45
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Oude Enk,0200::SB3,,1525,661,12,10,0,0,0,632,51,0,0,0,0,0,0,683,106,47,116,19,81,79,100,57,56
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Duivensportcentrum Apeldoorn e/o,0200::SB4,,1736,718,13,5,0,0,0,676,60,0,0,0,0,0,0,736,134,46,114,31,73,67,112,76,65
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stationsrestauratie Station Centrum,0200::SB5,,1298,676,10,10,0,0,2,637,57,0,0,0,0,0,0,696,111,37,101,12,57,87,133,71,67
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Lokaal bij Goede Herderkerk,0200::SB6,,1300,893,19,4,0,0,0,820,96,0,0,0,0,0,0,916,132,76,156,34,50,126,149,102,68
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Speeltuin Kindervreugd,0200::SB7,,1037,296,5,4,0,0,0,278,27,0,0,0,0,0,0,305,67,14,37,10,46,31,37,31,23
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School Spitsbergen,0200::SB8,,1387,284,10,2,0,0,0,294,2,0,0,0,0,0,0,296,51,22,36,8,27,40,41,33,26
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Zorggroep Apeldoorn, loc. Mandala",0200::SB9,,1014,598,19,4,0,0,0,563,58,0,0,0,0,0,0,621,102,58,101,10,41,83,89,61,53
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Wijkcentrum Orca,0200::SB10,,1375,603,15,4,0,0,0,571,51,0,0,0,0,0,0,622,120,51,99,21,64,63,61,52,72
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau EBS Tabitha,0200::SB11,,1395,633,7,3,0,0,0,569,74,0,0,0,0,0,0,643,106,44,76,17,48,81,137,67,57
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School Berg en Bos,0200::SB12,,1319,977,21,0,0,0,0,879,119,0,0,0,0,0,0,998,55,35,101,27,24,142,463,70,60
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stichting Walterbosch,0200::SB13,,1431,801,17,4,0,0,0,764,58,0,0,0,0,0,0,822,120,61,117,27,52,109,182,64,69
Vallei en Veluwe,Apeldoorn,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Robijn Woonstudio's,0200::SB14,,1213,598,11,5,0,0,0,561,53,0,0,0,0,0,0,614,83,33,153,27,28,88,98,47,41
