contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Vrienden van de Berkel,Vereniging Kleine Kernen Gelderland,Algemene Waterschapspartij,Ondernemend Waterschap,50PLUS
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Diafaan, locatie Pelgromhof",0299::SB1,,1426,697,19,3,0,1,0,675,43,0,0,1,0,0,0,718,233,100,139,81,13,43,33,6,49
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau NME-gebouw,0299::SB2,,1284,543,9,5,2,0,0,513,42,0,0,2,0,0,0,555,131,99,138,59,6,38,26,6,40
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Tamboerijn,0299::SB3,,1347,537,25,6,0,0,0,517,46,0,0,5,0,5,0,563,105,119,117,69,13,34,33,11,36
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Rode Kruis gebouw,0299::SB4,,1543,580,20,8,0,0,0,550,58,0,0,0,0,0,0,608,93,128,110,77,14,39,51,7,61
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Carrousel,0299::SB5,,1311,455,7,5,0,0,0,432,34,0,0,1,0,1,0,466,83,96,107,50,5,27,34,4,49
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kantine AV De Liemers,0299::SB6,,1592,697,27,5,0,10,0,666,73,0,0,0,10,0,0,739,113,135,161,131,22,36,47,7,45
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau OBS Het Kofschip,0299::SB7,,1332,673,14,3,0,0,2,621,67,0,0,0,0,0,0,690,159,160,125,79,14,34,37,5,60
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Rijnstate ziekenhuis Zevenaar,0299::SB8,,1444,713,14,8,0,0,0,672,63,0,0,0,0,0,0,735,183,135,131,114,9,31,40,12,58
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool Lindenhage,0299::SB9,,1481,375,10,3,0,0,0,353,35,0,0,0,0,0,0,388,89,68,68,57,7,20,25,7,34
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Caleidoz Dienstencentrum De Hooge Bongert,0299::SB10,,1520,760,18,0,4,0,0,719,63,0,0,0,4,0,0,782,200,133,158,72,8,47,54,10,78
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Schuttersgebouw Sint Andreas,0299::SB11,,1264,551,12,3,0,0,0,511,55,0,0,0,0,0,0,566,161,97,94,69,6,35,43,4,42
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Caleidoz locatie Steenhuizen,0299::SB12,,1489,487,8,3,0,0,1,453,44,0,0,0,0,0,0,498,143,84,102,47,7,32,35,4,33
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Fonkelsteen,0299::SB13,,1452,675,24,4,0,0,0,650,53,0,0,0,0,0,0,703,159,135,131,88,15,43,40,6,58
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Brede School St. Martinus,0299::SB14,,1684,719,14,9,0,0,0,658,84,0,0,0,0,0,0,742,291,111,84,95,9,65,32,7,25
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kulturhus De Borg Babberich,0299::SB15,,1528,613,14,3,0,1,0,579,52,0,0,0,1,0,0,631,184,120,74,58,6,71,43,9,48
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Centrum De Meent,0299::SB16,,1056,573,11,1,0,0,0,531,54,0,0,0,0,0,0,585,229,106,52,82,10,39,21,2,32
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Dorpshuis Het Gebouw,0299::SB17,,1166,473,12,4,0,0,0,489,0,0,0,0,0,0,0,489,172,72,32,96,9,27,23,5,37
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Hof van Giesbeek,0299::SB18,,1285,594,14,4,1,0,0,560,53,0,0,0,1,0,0,613,256,88,74,64,14,33,30,5,30
Rijn en IJssel,Zevenaar,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Clubgebouw GSV'38,0299::SB19,,975,430,11,5,0,0,0,403,43,0,0,0,0,0,0,446,168,77,38,36,12,42,17,3,37
