contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Meriant, Locatie Lindestede Wolvega",0098::SB1,8471 KZ,1908,615,15,7,0,0,0,592,45,0,0,0,0,0,0,637,67,111,105,58,78,36,66,18,34,42
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,1999,828,13,3,0,0,1,778,65,0,0,0,0,0,0,844,92,112,138,67,131,39,135,28,40,46
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Hotel Wolvega/Holland Inn,0098::SB3,8471 MT,1650,717,4,14,0,0,1,676,58,0,0,0,0,0,0,735,83,107,104,78,114,47,81,25,44,34
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Sickenga-Oord, Wolvega",0098::SB4,8471 BS,1523,700,0,5,0,0,0,649,56,0,0,0,0,0,0,705,65,109,133,54,102,58,74,39,28,38
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Clubhuis ""Het Wolvennest"", Wolvega",0098::SB5,8471 HH,1536,608,15,3,0,0,0,584,42,0,0,0,0,0,0,626,72,73,81,62,113,25,59,25,44,54
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Heidepolle""",0098::SB6,8471 VM,1481,590,10,4,0,0,0,564,40,0,0,0,0,0,0,604,75,83,82,59,69,47,61,33,37,44
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Polderhuus,0098::SB7,8485 JE,1145,538,13,2,0,0,0,482,71,0,0,0,0,0,0,553,59,34,39,42,196,16,62,12,25,53
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Oldelamer,0098::SB8,8486 GD,287,223,1,1,0,0,0,199,26,0,0,0,0,0,0,225,6,13,14,11,120,8,27,11,1,12
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Bult"", Ter Idzard",0098::SB9,8476 EN,503,286,3,2,1,0,0,290,0,0,0,0,0,0,0,290,28,17,43,15,120,6,29,6,10,12
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Striepe"", Oldeholtpade",0098::SB10,8474 CE,830,451,6,3,0,0,0,424,36,0,0,0,0,0,0,460,46,49,70,40,114,18,61,10,15,28
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Multifunctioneel Centrum,0098::SB11,8475 EB,358,210,4,1,0,0,1,193,21,0,0,0,0,0,0,215,23,35,25,10,44,10,33,7,5,18
