contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Ons Dorpshuis,1730::SB1,9765 AP,458,213,5,2,0,1,0,204,17,0,0,0,1,0,0,221,55,50,14,21,3,26,5,12,3,24
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Notenkraker,1730::SB2,9765 AC,712,252,6,3,3,0,0,234,24,0,0,3,0,0,0,258,60,38,30,23,13,41,19,9,5,14
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Zorgcentrum Else van der Laanhuis,1730::SB3,9761 GR,1401,884,16,2,0,0,0,824,78,0,0,0,0,0,0,902,255,149,81,101,30,143,28,38,14,45
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sportcentrum De Marsch,1730::SB4,9765 EA,1335,803,19,6,2,0,0,750,76,0,0,2,0,0,0,826,224,123,76,73,24,152,31,34,12,54
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Restaurant 't Huys van Bunne,1730::SB5,9496 PA,606,298,8,3,0,0,0,268,41,0,0,0,0,0,0,309,72,24,23,29,12,101,7,12,3,15
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau MFA Borchkwartier,1730::SB6,9766 PP,1634,834,23,6,0,0,0,765,98,0,0,0,0,0,0,863,246,127,61,44,41,211,19,34,7,44
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verzorgingscentrum Kornoeljehof,1730::SB7,9481 AD,1053,464,5,3,0,0,0,432,40,0,0,0,0,0,0,472,76,86,41,92,18,84,27,18,4,18
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau O.b.s. De Vijverstee,1730::SB8,9481 GA,1223,865,26,6,0,0,0,812,85,0,0,0,0,0,0,897,154,144,79,200,31,128,23,43,5,58
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau MFA YdersHoes,1730::SB9,9494 RB,43,28,0,0,0,0,0,24,4,0,0,0,0,0,0,28,1,5,1,10,0,7,0,0,0,4
Noorderzijlvest,Tynaarlo,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis Tynaarlo,1730::SB10,9482 PJ,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,3,0,0,0,2,0,0,0,0
