contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Arendshorst,1884::SB1,2371 CG,2069,1051,22,11,0,0,0,994,94,0,0,0,4,0,0,1088,308,378,102,78,91,13,42,3,36
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bonaventuracollege,1884::SB2,2371 VJ,1726,816,16,7,0,0,0,752,87,0,0,0,0,0,0,839,196,266,86,78,73,16,42,3,56
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gogherweide,1884::SB3,2371 RG,1974,830,10,6,0,0,0,765,81,0,0,0,0,0,0,846,184,190,133,99,96,19,46,7,56
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Meerpaal,1884::SB4,2376 AR,527,235,1,1,0,0,2,214,21,0,0,0,0,0,0,237,73,56,22,25,19,4,18,1,17
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Brandweerkazerne Hertogspark,1884::SB5,2375 XE,1839,869,13,0,0,0,0,771,109,0,0,2,0,2,0,880,372,146,95,84,70,12,46,3,41
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau NH-Kerk Kaag,1884::SB7,2159 LA,371,208,3,0,0,0,0,187,24,0,0,0,0,0,0,211,47,90,23,5,21,3,11,4,4
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Roelevaer,1884::SB8,2371 NK,1925,874,12,6,0,0,0,818,74,0,0,0,0,0,0,892,270,232,87,74,80,14,63,2,52
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Huize Jacobus,1884::SB9,2377 CR,1459,510,9,0,0,0,4,465,50,0,0,0,0,0,0,519,189,119,47,45,37,5,34,3,31
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Schoolhuis,1884::SB10,2465 AC,965,551,12,2,0,0,0,504,62,0,0,0,1,0,0,566,158,107,60,100,36,38,23,0,29
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Het Spant,1884::SB11,2451 BV,1792,834,12,2,0,0,0,777,71,0,0,0,0,0,0,848,210,204,88,99,86,17,64,11,55
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Ontmoeting,1884::SB12,2451 AP,1823,851,13,5,0,0,0,773,96,0,0,0,0,0,0,869,286,254,65,56,68,31,47,1,43
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Die Twee,1884::SB13,2481 AN,1416,695,10,3,0,0,0,638,70,0,0,0,0,0,0,708,168,145,82,95,72,38,53,5,37
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw Immanuel,1884::SB14,2481 AA,1301,685,8,10,0,0,0,615,88,0,0,0,0,0,0,703,252,154,77,42,56,35,45,4,20
Rijnland,Kaag en Braassem,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gebouw De Drieluik,1884::SB15,2355 AG,1359,678,8,2,0,0,0,609,79,0,0,0,0,0,0,688,238,135,73,50,65,15,52,2,48
