contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Verzorgingshuis Oranjehof,0214::SB1,4116 DJ,1338,688,10,6,0,1,0,614,89,0,0,1,0,0,0,703,152,75,94,56,22,48,113,4,29,64,17,14
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis  Erichem,0214::SB2,4117 GJ,1324,598,10,4,0,0,0,528,84,0,0,0,0,0,0,612,84,67,50,72,27,53,126,14,39,34,10,22
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis  't Ecksternest,0214::SB3,4024 HM,1299,620,12,8,0,1,0,571,70,0,0,0,1,0,0,641,92,52,52,88,37,45,114,24,36,50,8,22
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis De Hoekenburg Rijswijk,0214::SB4,4023 AV,405,243,5,2,0,0,0,222,28,0,0,0,0,0,0,250,38,37,30,31,15,6,45,5,8,19,3,6
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis De Rozenhoek Ravenswaaij,0214::SB5,4119 LW,430,283,4,3,0,0,0,244,46,0,0,0,0,0,0,290,63,20,38,32,18,10,55,3,16,16,1,11
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis Kerk-Avezaath,0214::SB6,4012 BC,1107,611,8,2,0,0,0,556,65,0,0,0,0,0,0,621,84,75,68,86,36,15,143,11,20,38,6,29
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis de Oude School Zoelen,0214::SB7,4011 EM,1251,562,8,4,0,0,0,508,66,0,0,0,0,0,0,574,85,59,70,80,38,21,114,9,24,42,8,12
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis 't Zoetzand  Beusichem,0214::SB8,4112 JL,2184,1113,9,4,0,1,0,1021,106,0,0,0,1,0,0,1127,202,99,166,100,38,40,241,27,83,71,13,33
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemeentehuis Maurik,0214::SB9,4021 VZ,1673,671,7,8,0,1,0,589,96,0,0,1,0,0,0,685,156,63,64,89,34,29,121,13,26,47,11,18
Rivierenland,Buren,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau O.b.s. de Klepper,0214::SB10,4111 LD,754,339,2,2,0,0,0,307,36,0,0,0,0,0,0,343,52,62,44,29,8,12,76,15,9,23,1,8
