contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Stadhuis,0556::SB1,3144 BA,1582,921,25,5,0,0,0,832,119,0,0,0,0,0,0,951,141,160,61,137,229,86,77,30
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Maasdelta Maassluis,0556::SB2,3144 CX,2390,837,18,7,0,1,0,768,93,0,0,1,0,0,0,861,123,73,61,172,233,78,59,38
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau CBS Het Spectrum,0556::SB3,3143 AA,1592,597,16,6,0,1,0,563,55,0,0,1,0,0,0,618,66,93,50,86,163,54,47,38
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,"Stembureau Pr Christinaschool, loca. Startpunt",0556::SB4,3141 KS,1607,674,12,4,0,1,0,624,65,0,0,1,0,0,0,689,114,115,65,100,139,51,29,61
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Restaurant De Ridderhof,0556::SB5,3141 XN,1539,641,19,5,0,0,0,597,68,0,0,0,0,0,0,665,100,72,47,143,161,52,34,32
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum De Tweemaster,0556::SB6,3141 CJ,1486,529,11,4,0,0,0,497,47,0,0,0,0,0,0,544,93,62,44,81,131,53,24,41
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum De Vliet,0556::SB7,3141 AS,1713,780,25,8,0,0,0,745,68,0,0,0,0,0,0,813,129,88,71,90,249,58,48,47
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Montessorischool,0556::SB8,3142 NX,1572,636,14,6,0,1,0,606,49,0,0,1,0,0,0,655,102,110,41,67,177,60,40,39
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Lentiz | Kastanjecollege,0556::SB9,3142 AP,1566,669,7,4,0,0,0,607,73,0,0,0,0,0,0,680,105,69,38,124,198,42,54,39
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum De Vloot,0556::SB10,3144 PC,1790,697,18,4,1,1,0,656,61,0,0,2,0,0,0,717,151,81,45,111,167,40,67,35
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kunst en Cultuur Academie,0556::SB11,3145 XP,1817,908,23,10,0,0,0,865,76,0,0,0,0,0,0,941,169,70,60,170,222,62,80,75
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gereformeerde Kerk Vrijgemaakt,0556::SB12,3145 AG,1459,631,15,5,0,5,0,590,66,0,0,0,5,0,0,656,116,53,51,112,197,27,26,49
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Westhoek,0556::SB13,3145 SZ,1497,644,8,6,0,0,0,593,65,0,0,0,0,0,0,658,77,88,51,135,190,54,36,13
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kardinaal Alfrinkschool,0556::SB14,3145 SX,1118,302,0,3,0,0,0,257,47,0,0,1,0,1,0,304,41,72,20,39,63,24,32,11
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wethouder Smithal,0556::SB15,3146 BZ,1438,740,11,6,1,2,0,681,73,0,0,3,0,0,0,754,93,62,49,184,184,68,63,37
Delfland,Maassluis,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Verpleeghuis Driemaashave,0556::SB16,3146 CT,1863,831,21,9,0,0,0,787,74,0,0,0,0,0,0,861,126,92,82,182,208,61,33,47
