contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gemeentehuis,0010::SB1,9934 EA,1862,948,24,4,0,0,0,901,75,0,0,0,0,0,0,976,150,113,150,112,84,121,113,44,5,56
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Burg. van Julsinghatehuis,0010::SB2,9934 EH,1542,650,26,9,0,0,0,637,48,0,0,0,0,0,0,685,126,81,105,71,60,51,61,49,6,40
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gebouw Werkorganisatie DEAL,0010::SB3,9934 LN,1170,589,5,2,0,0,0,544,52,0,0,0,0,0,0,596,96,77,64,69,85,88,37,37,4,32
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis Aeolus,0010::SB4,9936 CS,0,22,0,0,4,0,0,24,2,0,0,0,4,0,0,26,4,1,4,4,1,1,1,2,0,4
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Kerk Meedhuizen,0010::SB5,9937 PD,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gebouw Chr. Geref. Kerk,0010::SB6,9931 CB,2114,556,25,1,1,0,0,523,60,0,0,0,1,0,0,583,105,77,69,72,76,37,42,33,2,43
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Brede School Tuikwerd,0010::SB7,9932 BR,2405,705,19,8,0,1,0,665,66,0,0,1,0,0,0,731,114,91,82,95,82,64,50,42,15,70
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Eemsdeltacollege,0010::SB8,9932 BD,1265,487,5,3,0,0,0,452,43,0,0,0,0,0,0,495,94,64,73,61,56,49,24,35,2,29
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Brede School Noord,0010::SB9,9933 KH,2572,973,24,9,0,0,0,919,90,0,3,0,3,0,0,1009,190,118,120,126,110,75,88,40,10,96
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau OBS Woldrakkers,0010::SB10,9946 PM,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau o.b.s. De Munte,0010::SB11,9948 PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Ons Centrum,0010::SB12,9945 SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau CBS Bierum,0010::SB13,9906 PE,551,272,3,5,0,0,0,255,25,0,0,0,0,0,0,280,26,17,45,39,73,14,19,9,11,19
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verenigingsgebouw Elim,0010::SB14,9909 AH,1099,542,16,10,0,0,0,517,51,0,0,0,0,0,0,568,85,50,83,55,160,28,21,30,1,29
Noorderzijlvest,Delfzijl,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis De Heekt,0010::SB15,9905 PD,974,469,17,2,0,0,0,451,37,0,0,0,0,0,0,488,107,43,70,55,57,38,32,29,2,36
