contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0232::SB1,8161 CL,1142,840,25,2,0,0,0,776,91,0,0,0,0,0,0,867,117,68,90,22,55,141,198,64,85
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Stembureau Europalaan,0232::SB2,8161 ZA,1352,572,4,6,0,0,0,528,54,0,0,0,0,0,0,582,112,52,69,12,37,90,92,43,65
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Openbare Basisschool Zuuk,0232::SB3,8161 RJ,779,334,6,1,0,0,0,297,44,0,0,0,0,0,0,341,27,35,31,35,35,50,58,20,43
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Bejaarden-/Zorgcentrum De Klaarbeek,0232::SB4,8162 WW,1393,475,15,10,0,0,0,473,27,0,0,0,0,0,0,500,113,49,53,14,32,80,45,46,43
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Bejaarden-/Zorgcentrum De Boskamp,0232::SB5,8161 DS,1302,645,11,8,0,0,0,597,67,0,0,0,0,0,0,664,72,89,68,21,25,133,141,46,50
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Slath Siza Dorp Groep,0232::SB6,8161 NW,1533,681,10,8,0,0,0,630,69,0,0,0,0,0,0,699,84,58,70,28,25,97,196,68,55
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau VvE Eper Veste,0232::SB7,8161 AG,1326,692,17,3,0,0,0,647,65,0,0,0,0,0,0,712,78,36,82,11,39,107,232,47,60
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau S.V. Wissel,0232::SB8,8162 PR,993,495,10,6,0,0,0,479,32,0,0,0,0,0,0,511,42,29,64,16,31,53,153,58,49
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Wijkvereniging ""Burgerenk""",0232::SB9,8162 ZV,1252,541,8,9,0,0,0,515,43,0,0,0,0,0,0,558,106,38,70,12,49,65,56,65,80
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Hervormde Gemeente Sionskerk,0232::SB10,8161 VV,1286,542,16,1,0,0,0,516,43,0,0,0,0,0,0,559,87,48,32,46,26,130,59,43,71
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Hezebrink,0232::SB12,8166 AL,1202,576,13,1,0,1,0,521,70,0,0,0,1,0,0,591,75,61,71,70,31,38,92,53,85
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Verenigingsgebouw De Hoeksteen,0232::SB13,8166 AT,945,424,1,6,0,0,0,389,42,0,0,0,0,0,0,431,34,77,32,94,18,49,55,23,42
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kulturhus Oene,0232::SB14,8167 NL,1202,711,15,2,0,0,0,634,94,0,0,0,0,0,0,728,45,141,38,190,26,105,83,39,44
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gereformeerde Tabernakel kerk,0232::SB15,8171 EH,1001,570,15,0,0,0,0,527,58,0,0,0,0,0,0,585,42,48,64,30,26,108,135,41,76
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau OKS De Krugerstee,0232::SB16,8172 VT,1216,524,9,9,0,0,0,506,36,0,0,0,0,0,0,542,66,47,73,29,31,90,76,40,72
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Clubgebouw c.s.v. VIOS,0232::SB17,8172 CN,1616,506,20,4,0,0,0,483,47,0,0,0,0,0,0,530,81,50,66,15,45,57,45,58,89
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Wijkgebouw Triton,0232::SB18,8171 AP,1460,678,12,7,0,0,0,634,63,0,0,0,0,0,0,697,77,34,85,25,51,114,111,65,116
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Evangelisatiecentrum Woord en Daad,0232::SB19,8171 AC,1491,649,11,2,0,0,0,626,36,0,0,0,0,0,0,662,35,67,63,112,31,106,94,37,104
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Clubhuis Handbalvereniging C.V.O.,0232::SB20,8171 NB,2032,774,6,4,0,0,0,717,67,0,0,0,0,0,0,784,107,41,94,42,40,150,130,62,108
Vallei en Veluwe,Epe,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Speulbrink,0232::SB21,8171 VA,1186,558,11,6,0,0,0,543,32,0,0,0,0,0,0,575,77,44,57,36,41,115,60,46,82
