contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis,0383::SB1,1902 CA,1927,1089,33,8,0,0,0,1070,60,0,0,0,0,0,0,1130,243,196,148,158,175,52,37,13,16,31,14,6
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Maranathakerk,0383::SB3,1901 CA,1925,1214,22,16,0,0,0,1155,99,0,2,0,2,0,0,1254,308,176,131,195,213,48,26,23,24,40,21,9
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Kern,0383::SB4,1901 EW,1916,881,28,10,0,6,0,860,65,0,0,0,6,0,0,925,193,132,118,173,126,36,31,17,11,33,5,6
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Augustinusschool,0383::SB5,1900 AK,1497,630,12,4,0,0,0,596,50,0,0,0,0,0,0,646,128,101,59,102,133,24,14,7,10,41,6,5
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Toermalijn,0383::SB6,1902 BE,1282,853,24,3,0,0,0,813,67,0,0,0,0,0,0,880,189,115,110,141,152,37,23,17,12,36,12,9
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Klimop,0383::SB7,1902 DH,1871,902,18,6,0,0,0,840,86,0,0,0,0,0,0,926,172,122,105,158,171,44,39,14,15,42,18,2
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Visser 't Hooftschool,0383::SB9,1902 KA,1911,994,25,13,0,0,2,948,82,0,0,0,0,0,0,1032,192,171,110,212,168,24,23,19,10,36,13,16
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Clusius College,0383::SB10,1901 TX,1764,865,29,8,0,0,0,833,69,0,0,0,0,0,0,902,181,142,105,132,161,25,19,23,16,47,10,4
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Santmark,0383::SB11,1901 WZ,1727,800,22,9,0,1,0,759,73,0,0,0,1,0,0,832,161,129,100,137,123,39,22,10,16,41,16,6
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Hotel Borst,0383::SB13,1901 KA,2396,1175,33,15,0,6,0,1122,107,0,0,0,6,0,0,1229,241,151,138,229,190,80,39,13,13,40,21,20
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau 't Kruispunt,0383::SB14,1921 XC,2101,918,24,5,0,0,0,869,78,0,0,0,0,0,0,947,81,125,59,172,95,72,208,23,10,43,19,11
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Bibliotheek,0383::SB15,1921 EK,1928,831,13,3,0,1,1,770,77,0,0,0,1,0,0,848,82,105,63,141,71,85,228,8,10,23,9,6
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Pax Christi,0383::SB17,1906 CC,1916,884,15,6,0,0,0,814,91,0,0,0,0,0,0,905,116,136,75,234,131,85,32,25,10,28,7,5
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Vredeburg,0383::SB18,1906 AL,1647,857,31,2,0,0,0,807,83,0,0,0,0,0,0,890,119,137,55,223,150,68,29,19,5,30,12,10
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Cameren,0383::SB19,1906 XA,1904,854,15,3,0,0,0,798,74,0,0,0,0,0,0,872,106,159,53,214,133,46,47,13,6,56,15,6
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau mobiel stembureau,0383::SB20,,0,161,9,0,0,0,0,149,21,0,0,0,0,0,0,170,27,27,24,25,23,7,11,5,2,7,2,1
Hollands Noorderkwartier,Castricum,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Aangepast stembureau,0383::SB21,1901 AA,0,451,18,5,0,0,0,455,19,0,0,0,0,0,0,474,122,45,63,53,82,12,15,9,13,15,13,9
