contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0274::SB1,6861 GG,1774,1333,47,11,0,11,1,1275,126,0,0,0,11,0,0,1402,205,53,383,13,53,148,257,106,115
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Openbare Basisschool De Marlijn,0274::SB2,6862 XH,1955,987,32,5,0,0,1,936,91,4,0,0,4,0,0,1028,137,49,270,11,30,102,225,77,86
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Verpleeghuis De Molenberg,0274::SB3,6862 EZ,1827,981,29,12,0,4,0,948,85,4,3,0,11,0,0,1033,120,35,274,19,39,128,202,81,83
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Verzorgingshuis Overdal,0274::SB4,6861 ZW,1674,886,38,10,0,0,0,851,83,0,0,0,0,0,0,934,150,35,245,8,44,107,143,84,70
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Parkflat De Valkenburcht,0274::SB5,6861 AJ,1763,782,22,6,0,0,0,732,79,0,1,0,1,0,0,811,98,24,181,6,33,89,218,76,57
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Ontmoetingskerk,0274::SB6,6865 WC,1560,704,20,11,0,0,0,671,64,0,0,0,0,0,0,735,89,33,176,11,52,86,121,61,75
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dorpshuis Poort van Doorwerth,0274::SB7,6865 GB,1696,1090,27,13,0,0,0,1029,101,0,0,0,0,0,0,1130,130,61,213,17,95,123,242,90,119
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Sporthal Doorwerth,0274::SB8,6865 CZ,1448,639,18,5,0,0,0,602,60,0,0,0,0,0,0,662,88,14,134,7,26,78,156,39,97
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Het Schild,0274::SB9,6874 AD,1453,726,26,4,0,1,0,694,61,0,0,1,0,0,0,755,112,44,156,16,39,88,148,56,67
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Serviceflat De Koningshof,0274::SB10,6866 CM,1753,948,41,13,0,3,0,919,86,0,0,0,3,0,0,1005,109,47,186,14,54,177,200,71,90
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Buurtcentrum De Hucht,0274::SB11,6866 EB,2097,886,28,12,0,0,0,844,82,0,0,0,0,0,0,926,158,48,196,20,88,90,64,106,116
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Cultureel Centrum De Rijnkom,0274::SB12,6871 JK,1905,1029,25,9,0,0,0,969,94,0,0,0,0,0,0,1063,167,65,209,18,64,127,126,131,122
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau voormalige Ursulaschool,0274::SB13,6871 DD,2120,796,11,9,0,0,0,733,83,0,0,0,0,0,0,816,117,50,145,12,75,111,110,74,102
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Le Maitrehof,0274::SB14,6871 ZA,2428,997,26,13,0,0,0,946,90,0,0,0,0,0,0,1036,153,44,227,18,67,139,117,115,117
Vallei en Veluwe,Renkum,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Mobiel stembureau,0274::SB15,,2,158,7,3,0,0,0,166,2,0,0,0,0,0,0,168,20,4,30,2,15,59,11,9,8
