contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0269::SB1,8096 CP,1959,952,9,2,0,0,0,856,107,0,0,0,0,0,0,963,42,228,62,291,15,124,55,84,51
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Hullen,0269::SB2,8096 AX,1574,747,11,5,0,0,0,661,102,0,0,0,0,0,0,763,22,200,26,296,11,91,20,61,20
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Heerdt,0269::SB3,8097 SE,1692,1001,8,3,0,0,1,852,159,0,0,0,0,0,0,1012,17,225,31,480,11,83,39,97,18
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Schaapskooi,0269::SB4,8096 CG,1053,541,4,4,0,0,0,481,68,0,0,0,0,0,0,549,15,151,19,191,9,57,42,42,15
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Grinthuus,0269::SB5,8095 PX,1186,478,3,5,0,0,0,415,71,0,0,0,0,0,0,486,24,120,23,150,17,53,30,36,25
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Pauluskerk,0269::SB6,8091 CK,1575,725,9,1,0,0,1,658,76,0,0,0,0,0,0,735,54,237,50,70,38,111,86,41,38
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kruiskerk,0269::SB7,8091 GA,1423,545,12,1,0,0,0,499,59,0,0,0,0,0,0,558,44,195,40,62,21,94,24,32,33
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Klepperbelt,0269::SB8,8091 JG,1570,687,10,4,0,0,0,623,78,0,0,0,0,0,0,701,72,176,68,67,49,82,75,55,43
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Uilenhorst,0269::SB9,8091 WD,1411,503,13,2,0,0,0,459,59,0,0,0,0,0,0,518,37,176,50,33,18,72,50,26,41
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Vredeskerk,0269::SB10,8091 GR,1384,708,15,2,0,0,0,658,67,0,0,0,0,0,0,725,62,289,64,64,38,67,36,44,44
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dorpshuis Wezep,0269::SB11,8091 CT,1823,807,6,2,0,0,0,713,102,0,0,0,0,0,0,815,58,311,53,71,25,136,62,39,52
Vallei en Veluwe,Oldebroek,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Bouwakker,0269::SB12,8094 AM,1149,534,5,3,0,0,0,493,49,0,0,0,0,0,0,542,46,162,45,65,24,72,50,38,32
