contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wijkcentrum Noord,1930::SB1,,2718,893,20,8,0,0,0,844,77,0,0,0,0,0,0,921,290,71,108,79,57,32,61,41,82,36,36
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Rivierabad,1930::SB2,,1621,470,8,8,0,0,0,441,45,0,0,0,0,0,0,486,168,51,50,38,44,11,27,11,32,17,21
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Charles de Foucauld Mavo,1930::SB3,,1403,452,19,4,0,0,0,436,39,0,0,0,0,0,0,475,150,31,58,51,31,3,19,19,33,23,34
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Buurthuis De Hoek,1930::SB4,,2099,624,16,5,0,1,0,595,51,0,0,0,1,0,0,646,216,37,87,83,36,1,45,15,47,26,31
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Bibliotheek De Boekenberg,1930::SB5,,2070,567,17,2,0,0,0,520,66,0,0,0,0,0,0,586,178,53,74,67,73,2,20,35,34,12,19
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Serviceflat Puttesteijn,1930::SB6,,1473,474,12,6,0,0,0,452,40,0,0,0,0,0,0,492,172,52,61,35,29,4,17,20,47,16,21
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School Paus Johannes,1930::SB7,,1880,634,9,4,0,0,0,579,68,0,0,0,0,0,0,647,225,60,61,91,53,4,34,21,38,26,21
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Portakabin,1930::SB8,,1950,702,11,4,0,0,0,643,74,0,0,0,0,0,0,717,248,57,74,80,44,22,33,40,43,19,42
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Atriumflat Serreburgh,1930::SB10,,2057,584,26,8,0,0,0,571,47,0,0,0,0,0,0,618,186,58,83,67,39,7,35,19,53,15,22
Hollandse Delta,Nissewaard,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Vogelenzang,1930::SB11,,1206,503,27,6,0,3,0,482,57,0,0,0,3,0,0,539,206,40,54,60,27,7,19,5,43,16,26
