contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ontmoet Anna,0938::SB1,6231 CN,1477,713,17,10,0,0,0,657,83,0,0,0,0,0,0,740,20,12,89,404,73,6,56,53
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Recreatieruimte Montfortanenplein,0938::SB2,6231 DZ,1162,334,2,15,0,0,0,321,30,0,0,0,0,0,0,351,14,3,27,201,38,6,15,30
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gem.schapshuis De Stip,0938::SB3,6231 HG,1052,587,29,7,0,0,0,559,64,0,0,0,0,0,0,623,24,13,71,328,60,6,23,62
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ontmoetingscentrum de Ketel,0938::SB4,6231 GH,1072,418,16,7,0,0,0,391,50,0,0,0,0,0,0,441,7,5,58,245,40,0,15,48
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau gemeenschapshuis de Koel,0938::SB6,6231 BP,1432,493,19,9,0,0,0,484,37,0,0,0,0,0,0,521,14,9,50,251,109,4,17,39
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Scoutinggebouw Bunde,0938::SB12,6241 GA,1066,517,28,6,0,0,0,478,73,0,0,0,0,0,0,551,11,7,47,308,41,4,50,49
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum de Wilgenhof,0938::SB13,6241 BH,1219,654,30,0,0,1,0,625,60,0,0,0,1,0,0,685,22,13,53,358,86,0,21,101
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zalencentrum De Auw Kerk Limited,0938::SB14,6241 CR,1196,587,31,0,0,0,0,551,67,0,0,0,0,0,0,618,19,6,73,313,68,5,41,62
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Woonbegeleidingsvorm Aan de Pas,0938::SB15,6241 CT,1259,312,10,5,0,0,1,294,32,0,0,0,0,0,0,327,14,5,32,184,38,4,20,15
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau zaal 't Wapen van Geulle,0938::SB16,6243 BN,1290,581,5,16,0,0,0,543,59,0,0,0,0,0,0,602,18,34,85,318,60,4,24,38
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum  Avé Maria,0938::SB17,6243 AG,1218,541,26,2,0,0,0,499,70,0,0,0,0,0,0,569,27,44,63,289,38,7,46,27
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis D'n Huppel,0938::SB21,6235 AC,1201,579,16,8,0,0,0,536,67,0,0,0,0,0,0,603,56,42,63,285,57,9,19,48
Roer en Overmaas,Meerssen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Triangel,0938::SB22,6235 BP,1120,501,20,3,0,0,0,475,49,0,0,0,0,0,0,524,35,23,46,251,49,6,25,66
