contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis De Borgh,1706::SB1,6021 CK,1473,494,14,6,0,2,0,471,45,0,0,0,2,0,0,516,57,133,46,14,74,133,3,34
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau zaal Bellevue,1706::SB2,6021 CN,1607,588,27,7,0,0,0,550,72,0,0,0,0,0,0,622,74,176,38,31,69,149,1,50
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Basisschool ""De Triolier""",1706::SB3,6021 KB,1428,507,7,5,0,0,0,459,60,0,0,0,0,0,0,519,58,112,61,40,51,145,2,38
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Zorgcentrum Marienburght,1706::SB4,6021 XL,1464,635,14,5,0,0,0,591,63,0,0,0,0,0,0,654,85,151,62,30,58,189,4,56
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Gemeenschapshuis ""Den Donck""",1706::SB5,6027 PL,1441,598,18,2,0,0,0,545,73,0,0,0,0,0,0,618,68,189,48,27,73,149,5,39
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Gemeenschapshuis""De Reinder""",1706::SB6,6023 AR,1694,632,19,7,0,0,0,592,66,0,0,0,0,0,0,658,45,74,32,27,38,366,5,45
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Gemeenschapshuis ""De Schakel""",1706::SB7,6024 AR,1257,387,17,4,0,0,0,368,40,0,0,0,0,0,0,408,53,50,31,17,28,163,9,36
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Smeltkroes  (bureau 1),1706::SB8,6026 ER,1505,635,22,3,0,0,0,583,77,0,0,0,0,0,0,660,65,116,183,31,119,76,12,33
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Zorgcentrum Marishof,1706::SB9,6026 BA,1416,791,17,8,0,0,0,737,79,0,0,0,0,0,0,816,103,160,224,32,90,98,12,72
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Gemeenschapshuis ""De Schaapskooi""",1706::SB10,6028 SG,579,216,1,2,0,0,0,190,29,0,0,0,0,0,0,219,26,60,8,8,32,74,0,8
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Junior-College,1706::SB11,6021 BP,1452,480,8,0,0,0,0,419,69,0,0,0,0,0,0,488,62,131,48,14,57,117,8,43
De Dommel,Cranendonck,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Smeltkroes (bureau 2),1706::SB12,6026 ER,1343,386,9,1,0,0,0,345,51,0,0,0,0,0,0,396,66,76,90,9,85,37,5,18
