contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis De Goorn,1598::SB1,1648 JG,1698,843,12,6,0,0,1,771,89,0,0,0,0,0,0,861,89,203,46,157,85,135,21,40,9,43,11,4
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Oeverland Spierdijk,1598::SB2,1641 LA,1338,582,6,1,0,0,0,526,63,0,0,0,0,0,0,589,67,163,22,80,46,140,15,12,4,20,7,6
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Café De Ridder,1598::SB3,1647 ME,1745,879,24,4,0,0,0,828,79,0,0,0,0,0,0,907,109,106,78,136,115,101,48,93,7,59,14,13
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Café De Rode Leeuw, Ursem",1598::SB4,1645 RN,1182,405,9,2,0,0,0,368,48,0,0,0,0,0,0,416,42,104,24,76,50,46,5,19,4,17,12,6
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Dorpshuis, Zuidermeer",1598::SB5,1652 CV,490,271,6,0,0,0,0,241,36,0,0,0,0,0,0,277,22,43,10,37,13,107,13,7,5,10,2,2
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau obs De Ieveling Avenhorn,1598::SB6,1633 HE,1680,783,7,4,0,0,0,715,79,0,0,0,0,0,0,794,113,151,58,168,96,75,25,34,7,40,11,5
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum Meerzicht Scharwoude,1598::SB7,1634 EE,583,316,7,4,0,0,0,302,25,0,0,0,0,0,0,327,49,26,32,44,66,42,7,15,2,23,6,4
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau NH.Kerk Oudendijk,1598::SB8,1631 DE,364,217,6,3,0,0,0,218,8,0,0,0,0,0,0,226,25,15,29,40,25,34,11,21,4,11,0,2
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Raadhuis,1598::SB9,1648 JG,1328,588,5,6,0,0,4,532,63,0,0,0,0,0,0,599,70,144,28,113,64,77,26,34,6,19,5,2
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Braken Kerkje,1598::SB11,1713 HJ,1952,624,3,12,0,0,0,583,56,0,0,0,0,0,0,639,67,160,43,100,59,117,17,13,9,34,2,3
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau obs De Kelderswerf,1598::SB12,1713 VC,1257,625,0,16,0,0,0,598,43,0,0,0,0,0,0,641,84,96,56,99,70,105,29,16,10,41,8,11
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Dorpshuis ""de Oude School""",1598::SB13,1711 RK,1314,584,1,1,0,0,1,533,52,0,0,0,0,0,0,586,60,116,31,97,48,151,14,21,6,23,6,11
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Hervormde Kerk Ursem,1598::SB16,1645 VN,1035,587,10,1,0,0,1,550,47,0,0,0,0,0,0,598,72,151,38,77,66,71,18,42,5,33,7,7
Hollands Noorderkwartier,Koggenland,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Brink,1598::SB18,1713 HE,1302,832,20,1,0,0,0,800,53,0,0,0,0,0,0,853,77,281,52,111,62,172,12,15,4,37,5,4
